r  theta   phi  
3.06 5.27788 -0.879646 
3.02 5.27788 -0.84823 
3.02 5.27788 -0.816814 
2.98 5.27788 -0.785398 
2.98 5.27788 -0.753982 
2.94 5.27788 -0.722566 
2.94 5.27788 -0.69115 
2.94 5.27788 -0.659734 
2.94 5.27788 -0.628319 
2.94 5.27788 -0.596903 
2.98 5.27788 -0.565487 
2.98 5.27788 -0.534071 
2.98 5.27788 -0.502655 
3.02 5.27788 -0.471239 
3.02 5.27788 -0.439823 
3.06 5.27788 -0.408407 
3.1 5.27788 -0.376991 
3.14 5.27788 -0.345575 
3.14 5.27788 -0.314159 
3.18 5.27788 -0.282743 
3.26 5.27788 -0.251327 
3.3 5.27788 -0.219911 
3.34 5.27788 -0.188496 
3.38 5.27788 -0.15708 
3.42 5.27788 -0.125664 
3.46 5.27788 -0.0942478 
3.5 5.27788 -0.0628319 
3.5 5.27788 -0.0314159 
3.54 5.27788 0 
3.5 5.27788 0.0314159 
3.5 5.27788 0.0628319 
3.46 5.27788 0.0942478 
3.42 5.27788 0.125664 
3.38 5.27788 0.15708 
3.34 5.27788 0.188496 
3.3 5.27788 0.219911 
3.26 5.27788 0.251327 
3.18 5.27788 0.282743 
3.14 5.27788 0.314159 
3.14 5.27788 0.345575 
3.1 5.27788 0.376991 
3.06 5.27788 0.408407 
3.02 5.27788 0.439823 
3.02 5.27788 0.471239 
2.98 5.27788 0.502655 
2.98 5.27788 0.534071 
2.98 5.27788 0.565487 
2.94 5.27788 0.596903 
2.94 5.27788 0.628319 
2.94 5.27788 0.659734 
2.94 5.27788 0.69115 
2.94 5.27788 0.722566 
2.98 5.27788 0.753982 
2.98 5.27788 0.785398 
3.02 5.27788 0.816814 
3.02 5.27788 0.84823 
3.06 5.27788 0.879646 
3.1 5.27788 0.911062 
3.18 5.27788 0.942478 
3.22 5.27788 0.973894 
3.34 5.27788 1.00531 
3.42 5.27788 1.03673 
3.62 5.27788 1.06814 
3.94 5.27788 1.09956 
3.9 5.34071 -1.09956 
3.58 5.34071 -1.06814 
3.42 5.34071 -1.03673 
3.3 5.34071 -1.00531 
3.22 5.34071 -0.973894 
3.14 5.34071 -0.942478 
3.1 5.34071 -0.911062 
3.06 5.34071 -0.879646 
3.02 5.34071 -0.84823 
2.98 5.34071 -0.816814 
2.98 5.34071 -0.785398 
2.94 5.34071 -0.753982 
2.94 5.34071 -0.722566 
2.94 5.34071 -0.69115 
2.94 5.34071 -0.659734 
2.94 5.34071 -0.628319 
2.94 5.34071 -0.596903 
2.94 5.34071 -0.565487 
2.94 5.34071 -0.534071 
2.94 5.34071 -0.502655 
2.98 5.34071 -0.471239 
2.98 5.34071 -0.439823 
3.02 5.34071 -0.408407 
3.02 5.34071 -0.376991 
3.06 5.34071 -0.345575 
3.1 5.34071 -0.314159 
3.14 5.34071 -0.282743 
3.14 5.34071 -0.251327 
3.18 5.34071 -0.219911 
3.22 5.34071 -0.188496 
3.26 5.34071 -0.15708 
3.3 5.34071 -0.125664 
3.3 5.34071 -0.0942478 
3.34 5.34071 -0.0628319 
3.34 5.34071 -0.0314159 
3.34 5.34071 0 
3.34 5.34071 0.0314159 
3.34 5.34071 0.0628319 
3.3 5.34071 0.0942478 
3.3 5.34071 0.125664 
3.26 5.34071 0.15708 
3.22 5.34071 0.188496 
3.18 5.34071 0.219911 
3.14 5.34071 0.251327 
3.14 5.34071 0.282743 
3.1 5.34071 0.314159 
3.06 5.34071 0.345575 
3.02 5.34071 0.376991 
3.02 5.34071 0.408407 
2.98 5.34071 0.439823 
2.98 5.34071 0.471239 
2.94 5.34071 0.502655 
2.94 5.34071 0.534071 
2.94 5.34071 0.565487 
2.94 5.34071 0.596903 
2.94 5.34071 0.628319 
2.94 5.34071 0.659734 
2.94 5.34071 0.69115 
2.94 5.34071 0.722566 
2.94 5.34071 0.753982 
2.98 5.34071 0.785398 
2.98 5.34071 0.816814 
3.02 5.34071 0.84823 
3.06 5.34071 0.879646 
3.1 5.34071 0.911062 
3.14 5.34071 0.942478 
3.22 5.34071 0.973894 
3.3 5.34071 1.00531 
3.42 5.34071 1.03673 
3.58 5.34071 1.06814 
3.9 5.34071 1.09956 
3.86 5.40354 -1.09956 
3.58 5.40354 -1.06814 
3.42 5.40354 -1.03673 
3.3 5.40354 -1.00531 
3.22 5.40354 -0.973894 
3.14 5.40354 -0.942478 
3.1 5.40354 -0.911062 
3.06 5.40354 -0.879646 
3.02 5.40354 -0.84823 
2.98 5.40354 -0.816814 
2.94 5.40354 -0.785398 
2.94 5.40354 -0.753982 
2.94 5.40354 -0.722566 
2.9 5.40354 -0.69115 
2.9 5.40354 -0.659734 
2.9 5.40354 -0.628319 
2.9 5.40354 -0.596903 
2.9 5.40354 -0.565487 
2.9 5.40354 -0.534071 
2.94 5.40354 -0.502655 
2.94 5.40354 -0.471239 
2.94 5.40354 -0.439823 
2.98 5.40354 -0.408407 
2.98 5.40354 -0.376991 
3.02 5.40354 -0.345575 
3.06 5.40354 -0.314159 
3.06 5.40354 -0.282743 
3.1 5.40354 -0.251327 
3.14 5.40354 -0.219911 
3.18 5.40354 -0.188496 
3.18 5.40354 -0.15708 
3.22 5.40354 -0.125664 
3.22 5.40354 -0.0942478 
3.26 5.40354 -0.0628319 
3.26 5.40354 -0.0314159 
3.26 5.40354 0 
3.26 5.40354 0.0314159 
3.26 5.40354 0.0628319 
3.22 5.40354 0.0942478 
3.22 5.40354 0.125664 
3.18 5.40354 0.15708 
3.18 5.40354 0.188496 
3.14 5.40354 0.219911 
3.1 5.40354 0.251327 
3.06 5.40354 0.282743 
3.06 5.40354 0.314159 
3.02 5.40354 0.345575 
2.98 5.40354 0.376991 
2.98 5.40354 0.408407 
2.94 5.40354 0.439823 
2.94 5.40354 0.471239 
2.94 5.40354 0.502655 
2.9 5.40354 0.534071 
2.9 5.40354 0.565487 
2.9 5.40354 0.596903 
2.9 5.40354 0.628319 
2.9 5.40354 0.659734 
2.9 5.40354 0.69115 
2.94 5.40354 0.722566 
2.94 5.40354 0.753982 
2.94 5.40354 0.785398 
2.98 5.40354 0.816814 
3.02 5.40354 0.84823 
3.06 5.40354 0.879646 
3.1 5.40354 0.911062 
3.14 5.40354 0.942478 
3.22 5.40354 0.973894 
3.3 5.40354 1.00531 
3.42 5.40354 1.03673 
3.58 5.40354 1.06814 
3.86 5.40354 1.09956 
3.86 5.46637 -1.09956 
3.58 5.46637 -1.06814 
3.42 5.46637 -1.03673 
3.3 5.46637 -1.00531 
3.22 5.46637 -0.973894 
3.14 5.46637 -0.942478 
3.1 5.46637 -0.911062 
3.06 5.46637 -0.879646 
3.02 5.46637 -0.84823 
2.98 5.46637 -0.816814 
2.94 5.46637 -0.785398 
2.94 5.46637 -0.753982 
2.9 5.46637 -0.722566 
2.9 5.46637 -0.69115 
2.9 5.46637 -0.659734 
2.9 5.46637 -0.628319 
2.9 5.46637 -0.596903 
2.9 5.46637 -0.565487 
2.9 5.46637 -0.534071 
2.9 5.46637 -0.502655 
2.94 5.46637 -0.471239 
2.94 5.46637 -0.439823 
2.98 5.46637 -0.408407 
2.98 5.46637 -0.376991 
3.02 5.46637 -0.345575 
3.02 5.46637 -0.314159 
3.06 5.46637 -0.282743 
3.06 5.46637 -0.251327 
3.1 5.46637 -0.219911 
3.14 5.46637 -0.188496 
3.14 5.46637 -0.15708 
3.18 5.46637 -0.125664 
3.18 5.46637 -0.0942478 
3.22 5.46637 -0.0628319 
3.22 5.46637 -0.0314159 
3.22 5.46637 0 
3.22 5.46637 0.0314159 
3.22 5.46637 0.0628319 
3.18 5.46637 0.0942478 
3.18 5.46637 0.125664 
3.14 5.46637 0.15708 
3.14 5.46637 0.188496 
3.1 5.46637 0.219911 
3.06 5.46637 0.251327 
3.06 5.46637 0.282743 
3.02 5.46637 0.314159 
3.02 5.46637 0.345575 
2.98 5.46637 0.376991 
2.98 5.46637 0.408407 
2.94 5.46637 0.439823 
2.94 5.46637 0.471239 
2.9 5.46637 0.502655 
2.9 5.46637 0.534071 
2.9 5.46637 0.565487 
2.9 5.46637 0.596903 
2.9 5.46637 0.628319 
2.9 5.46637 0.659734 
2.9 5.46637 0.69115 
2.9 5.46637 0.722566 
2.94 5.46637 0.753982 
2.94 5.46637 0.785398 
2.98 5.46637 0.816814 
3.02 5.46637 0.84823 
3.06 5.46637 0.879646 
3.1 5.46637 0.911062 
3.14 5.46637 0.942478 
3.22 5.46637 0.973894 
3.3 5.46637 1.00531 
3.42 5.46637 1.03673 
3.58 5.46637 1.06814 
3.86 5.46637 1.09956 
3.86 5.5292 -1.09956 
3.58 5.5292 -1.06814 
3.42 5.5292 -1.03673 
3.3 5.5292 -1.00531 
3.22 5.5292 -0.973894 
3.14 5.5292 -0.942478 
3.1 5.5292 -0.911062 
3.06 5.5292 -0.879646 
3.02 5.5292 -0.84823 
2.98 5.5292 -0.816814 
2.94 5.5292 -0.785398 
2.94 5.5292 -0.753982 
2.9 5.5292 -0.722566 
2.9 5.5292 -0.69115 
2.9 5.5292 -0.659734 
2.9 5.5292 -0.628319 
2.9 5.5292 -0.596903 
2.9 5.5292 -0.565487 
2.9 5.5292 -0.534071 
2.9 5.5292 -0.502655 
2.94 5.5292 -0.471239 
2.94 5.5292 -0.439823 
2.98 5.5292 -0.408407 
2.98 5.5292 -0.376991 
3.02 5.5292 -0.345575 
3.02 5.5292 -0.314159 
3.06 5.5292 -0.282743 
3.06 5.5292 -0.251327 
3.1 5.5292 -0.219911 
3.14 5.5292 -0.188496 
3.14 5.5292 -0.15708 
3.18 5.5292 -0.125664 
3.18 5.5292 -0.0942478 
3.22 5.5292 -0.0628319 
3.22 5.5292 -0.0314159 
3.22 5.5292 0 
3.22 5.5292 0.0314159 
3.22 5.5292 0.0628319 
3.18 5.5292 0.0942478 
3.18 5.5292 0.125664 
3.14 5.5292 0.15708 
3.14 5.5292 0.188496 
3.1 5.5292 0.219911 
3.06 5.5292 0.251327 
3.06 5.5292 0.282743 
3.02 5.5292 0.314159 
3.02 5.5292 0.345575 
2.98 5.5292 0.376991 
2.98 5.5292 0.408407 
2.94 5.5292 0.439823 
2.94 5.5292 0.471239 
2.9 5.5292 0.502655 
2.9 5.5292 0.534071 
2.9 5.5292 0.565487 
2.9 5.5292 0.596903 
2.9 5.5292 0.628319 
2.9 5.5292 0.659734 
2.9 5.5292 0.69115 
2.9 5.5292 0.722566 
2.94 5.5292 0.753982 
2.94 5.5292 0.785398 
2.98 5.5292 0.816814 
3.02 5.5292 0.84823 
3.06 5.5292 0.879646 
3.1 5.5292 0.911062 
3.14 5.5292 0.942478 
3.22 5.5292 0.973894 
3.3 5.5292 1.00531 
3.42 5.5292 1.03673 
3.58 5.5292 1.06814 
3.86 5.5292 1.09956 
3.86 5.59203 -1.09956 
3.58 5.59203 -1.06814 
3.42 5.59203 -1.03673 
3.3 5.59203 -1.00531 
3.22 5.59203 -0.973894 
3.14 5.59203 -0.942478 
3.1 5.59203 -0.911062 
3.06 5.59203 -0.879646 
3.02 5.59203 -0.84823 
2.98 5.59203 -0.816814 
2.94 5.59203 -0.785398 
2.94 5.59203 -0.753982 
2.94 5.59203 -0.722566 
2.9 5.59203 -0.69115 
2.9 5.59203 -0.659734 
2.9 5.59203 -0.628319 
2.9 5.59203 -0.596903 
2.9 5.59203 -0.565487 
2.9 5.59203 -0.534071 
2.94 5.59203 -0.502655 
2.94 5.59203 -0.471239 
2.94 5.59203 -0.439823 
2.98 5.59203 -0.408407 
2.98 5.59203 -0.376991 
3.02 5.59203 -0.345575 
3.06 5.59203 -0.314159 
3.06 5.59203 -0.282743 
3.1 5.59203 -0.251327 
3.14 5.59203 -0.219911 
3.18 5.59203 -0.188496 
3.18 5.59203 -0.15708 
3.22 5.59203 -0.125664 
3.22 5.59203 -0.0942478 
3.26 5.59203 -0.0628319 
3.26 5.59203 -0.0314159 
3.26 5.59203 0 
3.26 5.59203 0.0314159 
3.26 5.59203 0.0628319 
3.22 5.59203 0.0942478 
3.22 5.59203 0.125664 
3.18 5.59203 0.15708 
3.18 5.59203 0.188496 
3.14 5.59203 0.219911 
3.1 5.59203 0.251327 
3.06 5.59203 0.282743 
3.06 5.59203 0.314159 
3.02 5.59203 0.345575 
2.98 5.59203 0.376991 
2.98 5.59203 0.408407 
2.94 5.59203 0.439823 
2.94 5.59203 0.471239 
2.94 5.59203 0.502655 
2.9 5.59203 0.534071 
2.9 5.59203 0.565487 
2.9 5.59203 0.596903 
2.9 5.59203 0.628319 
2.9 5.59203 0.659734 
2.9 5.59203 0.69115 
2.94 5.59203 0.722566 
2.94 5.59203 0.753982 
2.94 5.59203 0.785398 
2.98 5.59203 0.816814 
3.02 5.59203 0.84823 
3.06 5.59203 0.879646 
3.1 5.59203 0.911062 
3.14 5.59203 0.942478 
3.22 5.59203 0.973894 
3.3 5.59203 1.00531 
3.42 5.59203 1.03673 
3.58 5.59203 1.06814 
3.86 5.59203 1.09956 
3.9 5.65487 -1.09956 
3.58 5.65487 -1.06814 
3.42 5.65487 -1.03673 
3.3 5.65487 -1.00531 
3.22 5.65487 -0.973894 
3.14 5.65487 -0.942478 
3.1 5.65487 -0.911062 
3.06 5.65487 -0.879646 
3.02 5.65487 -0.84823 
2.98 5.65487 -0.816814 
2.98 5.65487 -0.785398 
2.94 5.65487 -0.753982 
2.94 5.65487 -0.722566 
2.94 5.65487 -0.69115 
2.94 5.65487 -0.659734 
2.94 5.65487 -0.628319 
2.94 5.65487 -0.596903 
2.94 5.65487 -0.565487 
2.94 5.65487 -0.534071 
2.94 5.65487 -0.502655 
2.98 5.65487 -0.471239 
2.98 5.65487 -0.439823 
3.02 5.65487 -0.408407 
3.02 5.65487 -0.376991 
3.06 5.65487 -0.345575 
3.1 5.65487 -0.314159 
3.14 5.65487 -0.282743 
3.14 5.65487 -0.251327 
3.18 5.65487 -0.219911 
3.22 5.65487 -0.188496 
3.26 5.65487 -0.15708 
3.3 5.65487 -0.125664 
3.3 5.65487 -0.0942478 
3.34 5.65487 -0.0628319 
3.34 5.65487 -0.0314159 
3.34 5.65487 0 
3.34 5.65487 0.0314159 
3.34 5.65487 0.0628319 
3.3 5.65487 0.0942478 
3.3 5.65487 0.125664 
3.26 5.65487 0.15708 
3.22 5.65487 0.188496 
3.18 5.65487 0.219911 
3.14 5.65487 0.251327 
3.14 5.65487 0.282743 
3.1 5.65487 0.314159 
3.06 5.65487 0.345575 
3.02 5.65487 0.376991 
3.02 5.65487 0.408407 
2.98 5.65487 0.439823 
2.98 5.65487 0.471239 
2.94 5.65487 0.502655 
2.94 5.65487 0.534071 
2.94 5.65487 0.565487 
2.94 5.65487 0.596903 
2.94 5.65487 0.628319 
2.94 5.65487 0.659734 
2.94 5.65487 0.69115 
2.94 5.65487 0.722566 
2.94 5.65487 0.753982 
2.98 5.65487 0.785398 
2.98 5.65487 0.816814 
3.02 5.65487 0.84823 
3.06 5.65487 0.879646 
3.1 5.65487 0.911062 
3.14 5.65487 0.942478 
3.22 5.65487 0.973894 
3.3 5.65487 1.00531 
3.42 5.65487 1.03673 
3.58 5.65487 1.06814 
3.9 5.65487 1.09956 
3.94 5.7177 -1.09956 
3.62 5.7177 -1.06814 
3.42 5.7177 -1.03673 
3.34 5.7177 -1.00531 
3.22 5.7177 -0.973894 
3.18 5.7177 -0.942478 
3.1 5.7177 -0.911062 
3.06 5.7177 -0.879646 
3.02 5.7177 -0.84823 
3.02 5.7177 -0.816814 
2.98 5.7177 -0.785398 
2.98 5.7177 -0.753982 
2.94 5.7177 -0.722566 
2.94 5.7177 -0.69115 
2.94 5.7177 -0.659734 
2.94 5.7177 -0.628319 
2.94 5.7177 -0.596903 
2.98 5.7177 -0.565487 
2.98 5.7177 -0.534071 
2.98 5.7177 -0.502655 
3.02 5.7177 -0.471239 
3.02 5.7177 -0.439823 
3.06 5.7177 -0.408407 
3.1 5.7177 -0.376991 
3.14 5.7177 -0.345575 
3.14 5.7177 -0.314159 
3.18 5.7177 -0.282743 
3.26 5.7177 -0.251327 
3.3 5.7177 -0.219911 
3.34 5.7177 -0.188496 
3.38 5.7177 -0.15708 
3.42 5.7177 -0.125664 
3.46 5.7177 -0.0942478 
3.5 5.7177 -0.0628319 
3.5 5.7177 -0.0314159 
3.54 5.7177 0 
3.5 5.7177 0.0314159 
3.5 5.7177 0.0628319 
3.46 5.7177 0.0942478 
3.42 5.7177 0.125664 
3.38 5.7177 0.15708 
3.34 5.7177 0.188496 
3.3 5.7177 0.219911 
3.26 5.7177 0.251327 
3.18 5.7177 0.282743 
3.14 5.7177 0.314159 
3.14 5.7177 0.345575 
3.1 5.7177 0.376991 
3.06 5.7177 0.408407 
3.02 5.7177 0.439823 
3.02 5.7177 0.471239 
2.98 5.7177 0.502655 
2.98 5.7177 0.534071 
2.98 5.7177 0.565487 
2.94 5.7177 0.596903 
2.94 5.7177 0.628319 
2.94 5.7177 0.659734 
2.94 5.7177 0.69115 
2.94 5.7177 0.722566 
2.98 5.7177 0.753982 
2.98 5.7177 0.785398 
3.02 5.7177 0.816814 
3.02 5.7177 0.84823 
3.06 5.7177 0.879646 
3.1 5.7177 0.911062 
3.18 5.7177 0.942478 
3.22 5.7177 0.973894 
3.34 5.7177 1.00531 
3.42 5.7177 1.03673 
3.62 5.7177 1.06814 
3.94 5.7177 1.09956 
3.62 5.78053 -1.06814 
3.46 5.78053 -1.03673 
3.34 5.78053 -1.00531 
3.26 5.78053 -0.973894 
3.18 5.78053 -0.942478 
3.14 5.78053 -0.911062 
3.1 5.78053 -0.879646 
3.06 5.78053 -0.84823 
3.02 5.78053 -0.816814 
3.02 5.78053 -0.785398 
2.98 5.78053 -0.753982 
2.98 5.78053 -0.722566 
2.98 5.78053 -0.69115 
2.98 5.78053 -0.659734 
2.98 5.78053 -0.628319 
2.98 5.78053 -0.596903 
3.02 5.78053 -0.565487 
3.02 5.78053 -0.534071 
3.02 5.78053 -0.502655 
3.06 5.78053 -0.471239 
3.1 5.78053 -0.439823 
3.14 5.78053 -0.408407 
3.18 5.78053 -0.376991 
3.22 5.78053 -0.345575 
3.26 5.78053 -0.314159 
3.3 5.78053 -0.282743 
3.38 5.78053 -0.251327 
3.46 5.78053 -0.219911 
3.54 5.78053 -0.188496 
3.62 5.78053 -0.15708 
3.7 5.78053 -0.125664 
3.82 5.78053 -0.0942478 
3.94 5.78053 -0.0628319 
3.94 5.78053 0.0628319 
3.82 5.78053 0.0942478 
3.7 5.78053 0.125664 
3.62 5.78053 0.15708 
3.54 5.78053 0.188496 
3.46 5.78053 0.219911 
3.38 5.78053 0.251327 
3.3 5.78053 0.282743 
3.26 5.78053 0.314159 
3.22 5.78053 0.345575 
3.18 5.78053 0.376991 
3.14 5.78053 0.408407 
3.1 5.78053 0.439823 
3.06 5.78053 0.471239 
3.02 5.78053 0.502655 
3.02 5.78053 0.534071 
3.02 5.78053 0.565487 
2.98 5.78053 0.596903 
2.98 5.78053 0.628319 
2.98 5.78053 0.659734 
2.98 5.78053 0.69115 
2.98 5.78053 0.722566 
2.98 5.78053 0.753982 
3.02 5.78053 0.785398 
3.02 5.78053 0.816814 
3.06 5.78053 0.84823 
3.1 5.78053 0.879646 
3.14 5.78053 0.911062 
3.18 5.78053 0.942478 
3.26 5.78053 0.973894 
3.34 5.78053 1.00531 
3.46 5.78053 1.03673 
3.62 5.78053 1.06814 
3.66 5.84336 -1.06814 
3.5 5.84336 -1.03673 
3.38 5.84336 -1.00531 
3.3 5.84336 -0.973894 
3.22 5.84336 -0.942478 
3.14 5.84336 -0.911062 
3.1 5.84336 -0.879646 
3.1 5.84336 -0.84823 
3.06 5.84336 -0.816814 
3.02 5.84336 -0.785398 
3.02 5.84336 -0.753982 
3.02 5.84336 -0.722566 
3.02 5.84336 -0.69115 
3.02 5.84336 -0.659734 
3.02 5.84336 -0.628319 
3.02 5.84336 -0.596903 
3.06 5.84336 -0.565487 
3.06 5.84336 -0.534071 
3.1 5.84336 -0.502655 
3.14 5.84336 -0.471239 
3.18 5.84336 -0.439823 
3.22 5.84336 -0.408407 
3.26 5.84336 -0.376991 
3.34 5.84336 -0.345575 
3.42 5.84336 -0.314159 
3.5 5.84336 -0.282743 
3.62 5.84336 -0.251327 
3.78 5.84336 -0.219911 
3.78 5.84336 0.219911 
3.62 5.84336 0.251327 
3.5 5.84336 0.282743 
3.42 5.84336 0.314159 
3.34 5.84336 0.345575 
3.26 5.84336 0.376991 
3.22 5.84336 0.408407 
3.18 5.84336 0.439823 
3.14 5.84336 0.471239 
3.1 5.84336 0.502655 
3.06 5.84336 0.534071 
3.06 5.84336 0.565487 
3.02 5.84336 0.596903 
3.02 5.84336 0.628319 
3.02 5.84336 0.659734 
3.02 5.84336 0.69115 
3.02 5.84336 0.722566 
3.02 5.84336 0.753982 
3.02 5.84336 0.785398 
3.06 5.84336 0.816814 
3.1 5.84336 0.84823 
3.1 5.84336 0.879646 
3.14 5.84336 0.911062 
3.22 5.84336 0.942478 
3.3 5.84336 0.973894 
3.38 5.84336 1.00531 
3.5 5.84336 1.03673 
3.66 5.84336 1.06814 
3.74 5.90619 -1.06814 
3.54 5.90619 -1.03673 
3.38 5.90619 -1.00531 
3.3 5.90619 -0.973894 
3.22 5.90619 -0.942478 
3.18 5.90619 -0.911062 
3.14 5.90619 -0.879646 
3.1 5.90619 -0.84823 
3.1 5.90619 -0.816814 
3.06 5.90619 -0.785398 
3.06 5.90619 -0.753982 
3.06 5.90619 -0.722566 
3.06 5.90619 -0.69115 
3.06 5.90619 -0.659734 
3.06 5.90619 -0.628319 
3.1 5.90619 -0.596903 
3.1 5.90619 -0.565487 
3.14 5.90619 -0.534071 
3.18 5.90619 -0.502655 
3.22 5.90619 -0.471239 
3.3 5.90619 -0.439823 
3.34 5.90619 -0.408407 
3.42 5.90619 -0.376991 
3.54 5.90619 -0.345575 
3.7 5.90619 -0.314159 
3.94 5.90619 -0.282743 
3.94 5.90619 0.282743 
3.7 5.90619 0.314159 
3.54 5.90619 0.345575 
3.42 5.90619 0.376991 
3.34 5.90619 0.408407 
3.3 5.90619 0.439823 
3.22 5.90619 0.471239 
3.18 5.90619 0.502655 
3.14 5.90619 0.534071 
3.1 5.90619 0.565487 
3.1 5.90619 0.596903 
3.06 5.90619 0.628319 
3.06 5.90619 0.659734 
3.06 5.90619 0.69115 
3.06 5.90619 0.722566 
3.06 5.90619 0.753982 
3.06 5.90619 0.785398 
3.1 5.90619 0.816814 
3.1 5.90619 0.84823 
3.14 5.90619 0.879646 
3.18 5.90619 0.911062 
3.22 5.90619 0.942478 
3.3 5.90619 0.973894 
3.38 5.90619 1.00531 
3.54 5.90619 1.03673 
3.74 5.90619 1.06814 
3.78 5.96903 -1.06814 
3.54 5.96903 -1.03673 
3.42 5.96903 -1.00531 
3.34 5.96903 -0.973894 
3.26 5.96903 -0.942478 
3.22 5.96903 -0.911062 
3.18 5.96903 -0.879646 
3.14 5.96903 -0.84823 
3.1 5.96903 -0.816814 
3.1 5.96903 -0.785398 
3.1 5.96903 -0.753982 
3.1 5.96903 -0.722566 
3.1 5.96903 -0.69115 
3.1 5.96903 -0.659734 
3.14 5.96903 -0.628319 
3.14 5.96903 -0.596903 
3.18 5.96903 -0.565487 
3.22 5.96903 -0.534071 
3.3 5.96903 -0.502655 
3.34 5.96903 -0.471239 
3.42 5.96903 -0.439823 
3.54 5.96903 -0.408407 
3.7 5.96903 -0.376991 
4.02 5.96903 -0.345575 
4.02 5.96903 0.345575 
3.7 5.96903 0.376991 
3.54 5.96903 0.408407 
3.42 5.96903 0.439823 
3.34 5.96903 0.471239 
3.3 5.96903 0.502655 
3.22 5.96903 0.534071 
3.18 5.96903 0.565487 
3.14 5.96903 0.596903 
3.14 5.96903 0.628319 
3.1 5.96903 0.659734 
3.1 5.96903 0.69115 
3.1 5.96903 0.722566 
3.1 5.96903 0.753982 
3.1 5.96903 0.785398 
3.1 5.96903 0.816814 
3.14 5.96903 0.84823 
3.18 5.96903 0.879646 
3.22 5.96903 0.911062 
3.26 5.96903 0.942478 
3.34 5.96903 0.973894 
3.42 5.96903 1.00531 
3.54 5.96903 1.03673 
3.78 5.96903 1.06814 
3.86 6.03186 -1.06814 
3.58 6.03186 -1.03673 
3.46 6.03186 -1.00531 
3.38 6.03186 -0.973894 
3.3 6.03186 -0.942478 
3.22 6.03186 -0.911062 
3.22 6.03186 -0.879646 
3.18 6.03186 -0.84823 
3.14 6.03186 -0.816814 
3.14 6.03186 -0.785398 
3.14 6.03186 -0.753982 
3.14 6.03186 -0.722566 
3.14 6.03186 -0.69115 
3.18 6.03186 -0.659734 
3.18 6.03186 -0.628319 
3.22 6.03186 -0.596903 
3.26 6.03186 -0.565487 
3.34 6.03186 -0.534071 
3.42 6.03186 -0.502655 
3.5 6.03186 -0.471239 
3.66 6.03186 -0.439823 
3.9 6.03186 -0.408407 
3.9 6.03186 0.408407 
3.66 6.03186 0.439823 
3.5 6.03186 0.471239 
3.42 6.03186 0.502655 
3.34 6.03186 0.534071 
3.26 6.03186 0.565487 
3.22 6.03186 0.596903 
3.18 6.03186 0.628319 
3.18 6.03186 0.659734 
3.14 6.03186 0.69115 
3.14 6.03186 0.722566 
3.14 6.03186 0.753982 
3.14 6.03186 0.785398 
3.14 6.03186 0.816814 
3.18 6.03186 0.84823 
3.22 6.03186 0.879646 
3.22 6.03186 0.911062 
3.3 6.03186 0.942478 
3.38 6.03186 0.973894 
3.46 6.03186 1.00531 
3.58 6.03186 1.03673 
3.86 6.03186 1.06814 
3.94 6.09469 -1.06814 
3.62 6.09469 -1.03673 
3.5 6.09469 -1.00531 
3.38 6.09469 -0.973894 
3.3 6.09469 -0.942478 
3.26 6.09469 -0.911062 
3.22 6.09469 -0.879646 
3.18 6.09469 -0.84823 
3.18 6.09469 -0.816814 
3.18 6.09469 -0.785398 
3.18 6.09469 -0.753982 
3.18 6.09469 -0.722566 
3.18 6.09469 -0.69115 
3.22 6.09469 -0.659734 
3.26 6.09469 -0.628319 
3.3 6.09469 -0.596903 
3.34 6.09469 -0.565487 
3.42 6.09469 -0.534071 
3.54 6.09469 -0.502655 
3.74 6.09469 -0.471239 
3.74 6.09469 0.471239 
3.54 6.09469 0.502655 
3.42 6.09469 0.534071 
3.34 6.09469 0.565487 
3.3 6.09469 0.596903 
3.26 6.09469 0.628319 
3.22 6.09469 0.659734 
3.18 6.09469 0.69115 
3.18 6.09469 0.722566 
3.18 6.09469 0.753982 
3.18 6.09469 0.785398 
3.18 6.09469 0.816814 
3.18 6.09469 0.84823 
3.22 6.09469 0.879646 
3.26 6.09469 0.911062 
3.3 6.09469 0.942478 
3.38 6.09469 0.973894 
3.5 6.09469 1.00531 
3.62 6.09469 1.03673 
3.94 6.09469 1.06814 
4.02 6.15752 -1.06814 
3.66 6.15752 -1.03673 
3.5 6.15752 -1.00531 
3.42 6.15752 -0.973894 
3.34 6.15752 -0.942478 
3.3 6.15752 -0.911062 
3.26 6.15752 -0.879646 
3.22 6.15752 -0.84823 
3.22 6.15752 -0.816814 
3.18 6.15752 -0.785398 
3.18 6.15752 -0.753982 
3.22 6.15752 -0.722566 
3.22 6.15752 -0.69115 
3.26 6.15752 -0.659734 
3.3 6.15752 -0.628319 
3.38 6.15752 -0.596903 
3.42 6.15752 -0.565487 
3.54 6.15752 -0.534071 
3.74 6.15752 -0.502655 
3.74 6.15752 0.502655 
3.54 6.15752 0.534071 
3.42 6.15752 0.565487 
3.38 6.15752 0.596903 
3.3 6.15752 0.628319 
3.26 6.15752 0.659734 
3.22 6.15752 0.69115 
3.22 6.15752 0.722566 
3.18 6.15752 0.753982 
3.18 6.15752 0.785398 
3.22 6.15752 0.816814 
3.22 6.15752 0.84823 
3.26 6.15752 0.879646 
3.3 6.15752 0.911062 
3.34 6.15752 0.942478 
