x y 33.3886 32.7817 11.8199 6.68744 5.86124 5.24497 4.60426 1.19298 1.1575 1.05805 0.82828 0.529539 0.233824 0.218955 0.197796 0.177525 0.139578 0.113146 0.0889351 0.0806194 0.0717896 0.0701271 0.0661171 0.0659431 0.0606827 0.0494846 0.0436486 0.0431858 0.0411565 0.0403338 0.0301601 0.0286106 0.0237159 0.0226041 0.0209964 0.0181571 0.0169302 0.015379 0.0153519 0.0147621 0.0121737 0.0111008 0.00954078 0.00914397 0.00914133 0.0085732 0.00833116 0.00672965 0.00652688 0.00587112 0.00533079 0.00528207 0.00464834 0.00447881 0.00334318 0.00319341 0.00293652 0.00242836 0.00206626 0.00205426 0.00137363 0.00127042 0.000975482 0.000628354 0.000528978 0.0004832 0.000423155 0.00040973 0.000396795 0.000365545 0.00033915 0.000296851 0.000285018 0.000216101 0.0001907 0.000173077 7.39335e-05 1.77034e-07 -9.09035e-06 -1.38613e-05 -4.81285e-05 -0.000154165 -0.000157272 -0.000275324 -0.00028162 -0.000396649 -0.000506283 -0.000875671 -0.000998007 -0.00101229 -0.00118595 -0.00172685 -0.00191165 -0.00472452 -0.0050078 -0.00600434 -0.00716599 -0.00938031 -0.0127562 -0.0138508 -0.0140514 -0.0164608 -0.0257603 -0.0259846 -0.0263922 -0.0310814 -0.0336741 -0.0376522 -0.0398838 -0.0518944 -0.0656295 -0.0680395 -0.107117 -0.156755 -0.170672 -0.76963 -0.875843 -0.902742 -1.17877 -1.20336 -1.31113 -4.84819 -8.38713 -11.5565 -11.7712 -114.158 
-1.94011 -0.15493 0.383055 -0.456302 -0.514115 -0.311364 -0.170031 0.158868 -0.70031 0.353585 -0.129079 -0.310161 -0.199722 0.300567 -0.514926 0.156736 -0.570188 -0.323578 -0.00336185 -0.493538 0.51619 -0.273272 0.17342 -0.289572 0.444412 0.777519 -0.512664 -0.150922 -0.34342 0.0216393 0.347215 0.308567 0.0239186 -0.0859642 -0.283473 0.158862 0.0866492 -0.0872333 -0.0836167 -0.28535 0.19501 0.633068 1.27681 -0.338985 0.0414663 0.899444 -2.82958 0.701825 0.442938 0.844927 0.470008 0.267881 -0.949817 0.870563 2.13563 2.22886 0.849166 -1.08203 0.934622 3.4737 -0.648276 -2.42619 2.75851 -0.33716 -1.60627 -1.6294 -0.8099 0.26301 -0.249139 -0.572567 -0.785597 0.369612 -3.1453 -1.19024 1.11697 -0.567886 0.902122 -0.118176 -0.948354 -0.131443 -0.20866 -1.29408 -0.636175 -0.847062 0.404076 -0.669993 -0.723361 -0.61869 -1.57173 -1.02926 -2.69202 -0.964322 -3.39529 -0.447434 1.59856 -2.58826 -1.02826 -0.0842642 0.0959492 -0.747771 -0.105345 -0.318552 -1.47478 -0.204455 -0.564171 -0.13887 -0.224708 -0.597004 -0.144004 -0.446093 0.657918 0.220726 0.410935 0.167801 -0.286464 -0.0542595 0.521496 0.189992 0.131915 0.735441 0.0806379 0.122517 -0.404018 -0.420846 0.169451 0.478369 0.533985 -0.424395 
-1.97822 -0.0551546 0.407222 -0.430664 -0.525475 -0.36376 -0.327245 0.0264343 -0.858402 0.375108 -0.106619 0.0475406 -0.126988 0.267712 -0.150248 0.170953 -0.351216 -0.820852 0.137692 0.380002 -0.390392 0.626754 0.333842 -0.696487 0.710027 -0.554391 -0.562073 0.348781 0.490045 0.105326 0.447881 -1.16669 -0.0887849 -0.391255 0.44439 -0.436749 -0.431511 -0.756413 1.07116 -0.34682 0.137576 -0.0064505 -0.213797 -0.338663 0.306041 0.79015 -0.0700056 0.893184 -0.385015 -0.528738 -1.08216 0.118634 -1.56296 0.398978 1.25397 -0.143662 0.0463732 0.32114 0.770623 2.92877 -0.521497 0.807546 -1.02169 3.96244 2.51167 1.49238 1.71249 1.41189 -1.14246 -3.44396 3.85179 -1.19 4.44183 3.33927 -2.30413 -1.35501 4.69676 -3.42868 -4.03448 6.23255 -1.47958 -5.67785 2.56678 -1.8327 2.7061 -0.556933 2.16387 -1.52711 -4.91658 1.27508 -1.56604 1.84706 2.15017 -0.0241793 0.171005 0.391585 -0.187204 -0.223151 0.0100502 0.0957856 -0.209284 0.961074 -0.117039 0.440296 0.628812 0.515567 0.895559 -0.0664281 0.449296 0.294588 -0.205545 -0.689586 -0.379628 0.193746 -0.393749 0.0378085 0.231741 0.545448 -0.169892 0.767787 -0.208895 0.182655 -0.218392 -0.579708 0.108329 0.535583 0.541311 -0.42613 
-1.91253 -0.227128 0.361224 -0.472695 -0.487609 -0.264376 -0.039587 0.238113 -0.585575 0.281109 -0.0119064 -0.494455 -0.184937 0.196535 -0.451926 0.0500741 -0.636821 0.0685386 0.165245 -0.385409 0.651953 -0.0547111 -0.070419 -0.39682 0.470986 0.727623 -0.247771 -0.503227 -0.317361 -0.0782578 -0.250569 0.627468 0.162912 -0.447819 0.562379 0.480668 -0.0968796 0.0350004 -0.0812104 0.326257 -0.571017 -0.244522 -0.589928 -0.965853 0.296439 -0.21117 1.05776 0.399552 0.16686 0.205721 0.406628 1.89509 1.35693 0.0597261 -2.05481 -1.08507 -1.50207 -2.08261 0.617792 -0.595868 -0.580017 0.267539 0.601523 -0.540985 -0.0890755 0.0843304 -0.636972 0.342218 0.120226 -0.0272974 0.0472893 -0.0805362 -0.193555 -0.298449 -0.0782017 -0.241522 0.164944 0.210224 -0.0365667 0.1202 -0.0388118 -0.313437 -0.0799278 -0.287427 0.325414 -0.295704 -0.0935384 -0.156958 -0.448339 0.731435 -0.660316 0.449879 -0.0214422 0.825439 0.178222 0.226091 -0.211466 0.0696376 0.160291 0.00638957 -0.975991 -0.371466 0.264619 0.315856 -0.419109 0.180685 -0.0508305 -0.109677 -0.0597114 -0.494036 -0.0651275 0.0964586 0.258576 -0.260322 0.196051 -0.0142453 0.453896 -0.0395762 0.324043 0.646075 0.241189 -0.0322681 -0.488231 -0.283214 0.215382 0.431033 0.512527 -0.422915 
-1.98875 -0.0275773 0.412659 -0.423353 -0.523963 -0.379597 -0.36529 -0.0123722 -0.903982 0.382026 -0.0622051 0.159564 -0.103034 0.20814 -0.0397365 0.211027 -0.285949 -0.998097 0.274548 0.647809 -0.341397 0.620403 0.390788 -0.69661 0.626276 -0.705175 -0.605166 0.377093 0.274901 0.365546 0.385743 -1.31882 0.872164 0.404914 0.422712 0.301689 -0.470801 -0.438452 0.708679 -0.28724 -0.15366 0.261684 0.34671 -0.18625 -0.231566 0.488748 -0.36197 0.256248 0.130128 -0.0272697 -0.128024 0.620004 -0.139022 0.7351 -0.61521 0.449425 -0.278366 0.16023 -0.914836 -0.751122 -0.375296 -0.863666 1.04046 -2.80728 -1.92929 3.03436 0.68757 2.15355 6.46837 -2.93553 1.63496 0.250694 -0.583125 3.39704 0.439993 -4.10872 -4.89308 -3.54819 -3.87041 1.12017 0.572905 3.58017 2.17955 0.737268 0.880596 1.9354 1.50291 -0.126512 2.91243 -0.505434 0.0409909 -2.23456 -1.67059 0.0558681 0.853477 0.270111 0.694798 0.797774 0.47011 -0.00656518 0.847791 -0.222477 -0.0661003 0.298767 -0.496265 0.15293 0.501321 -0.188784 0.70046 0.277723 0.0500736 -1.0243 -0.662687 0.220445 -0.255673 0.0864254 0.138299 0.67115 -0.270282 0.768749 -0.302441 0.16893 -0.165144 -0.619694 0.0938279 0.548942 0.539441 -0.426577 
-1.98349 -0.0413659 0.410005 -0.427113 -0.525071 -0.371451 -0.346972 0.00765477 -0.881146 0.379084 -0.0864706 0.100196 -0.119071 0.23925 -0.114478 0.183491 -0.330512 -0.897537 0.208144 0.574491 -0.347596 0.647257 0.388109 -0.732259 0.650372 -0.700732 -0.538329 0.325014 0.418717 0.246624 0.468744 -1.40357 0.439985 0.103608 0.67752 -0.029225 -0.528783 -0.96464 1.06478 -0.261401 0.0704682 -0.0580168 0.211908 -0.328919 -0.171166 0.724728 -0.332989 0.490945 0.0347952 -0.306183 -0.898963 0.273932 -0.63362 0.55394 0.387546 -0.0147814 -0.636307 -0.291924 0.015597 0.0567339 0.365315 0.378197 -0.422647 0.023381 0.293008 -0.365964 -0.0843972 -0.171724 -0.412778 0.542852 -0.38341 -0.00615292 -0.0309532 -0.385888 -0.0369512 0.522199 -0.0574991 0.628875 0.477779 -0.641328 0.108751 0.363629 -0.619408 0.268205 -0.34494 -0.16193 -0.374602 0.248538 0.10502 0.0236289 -0.142098 0.0435623 0.339454 -0.227324 -0.236721 0.514263 0.186294 0.878403 0.0951229 0.365149 0.227299 0.327244 -0.0503228 0.247131 0.0666478 0.194571 0.623 -0.096559 0.622537 0.314786 -0.157469 -0.920522 -0.487588 0.120153 -0.297872 0.0393181 0.213861 0.608059 -0.216931 0.77059 -0.253365 0.177401 -0.193423 -0.600102 0.100678 0.542216 0.54069 -0.426358 
-1.92632 -0.191029 0.372335 -0.465007 -0.502762 -0.288377 -0.106591 0.202153 -0.642768 0.317873 -0.077594 -0.418006 -0.199576 0.238859 -0.596435 0.105821 -0.637323 -0.0658643 0.218177 -0.393065 0.834818 -0.172163 -0.106568 -0.354893 0.413391 0.798715 -0.320801 -0.510028 -0.647942 -0.163445 0.0832368 0.306912 -0.145169 -0.0702347 -0.142393 -0.16073 -0.0364162 0.544616 -0.0488931 -0.248639 0.404773 -0.490334 0.396502 0.479814 -0.0661589 -0.141969 0.0182946 -0.294881 -0.0914988 -0.181215 -0.0774557 -0.580343 -0.0361291 -0.385383 0.232472 0.146922 0.423768 0.645002 -0.320164 -0.155567 0.186917 0.0697204 -0.328585 0.0250638 0.0711122 0.070891 0.199372 -0.17555 -0.0602213 0.0367057 0.034418 -0.0372366 0.269769 0.091989 0.0126407 0.119417 -0.107887 -0.0389702 0.169479 0.00751994 0.0995875 0.123336 0.13017 0.0976395 -0.0975504 0.213118 0.146032 0.0782792 0.181868 -0.0982243 0.471438 -0.0483324 0.354309 -0.0659274 -0.19093 0.111493 -0.201771 -0.468569 0.0498832 -0.322258 0.12047 0.0864602 -0.342563 -0.18845 -0.076694 -0.0946681 -0.32462 -0.538433 -0.0739195 -0.295617 0.177955 0.0773047 0.215571 -0.176688 0.143403 -0.0759829 0.596978 0.0702526 0.239147 0.688426 0.164443 0.0512589 -0.449054 -0.353907 0.191926 0.454483 0.524836 -0.423631 
-1.96118 0.0997756 0.441096 -0.394085 -0.505651 -0.250177 -0.355604 -0.171984 -0.779539 0.00281387 -0.00487376 0.31877 -0.0943313 -0.121234 0.193291 -0.274319 0.501384 -0.727127 0.0391915 0.181137 -0.416673 -0.0692702 0.15379 -0.165906 0.117217 -0.398622 0.002084 1.06163 0.265406 0.328121 0.0786939 -0.105098 -0.26738 -0.976128 -0.449223 -0.169672 -0.482899 0.232345 -0.449856 0.151995 -0.279855 0.182825 -1.0595 0.143551 -0.77024 -2.29568 1.36857 0.195025 1.80924 2.11769 2.02229 -0.488416 0.284553 -1.91646 -0.211635 -0.995827 1.13983 0.0269452 -2.00089 0.395938 2.10206 -0.907344 0.804474 -0.54876 -1.6615 -0.768022 0.683577 -0.158532 -0.65834 0.278172 -0.602434 0.0958698 -0.547614 0.844936 0.178754 1.06542 0.519693 -0.427876 -0.194329 0.45106 -0.081893 -0.290947 0.161586 0.242971 -0.10433 0.596457 0.344238 -0.331674 -0.895659 -0.691323 -0.214252 -0.454702 -0.278712 0.925411 -0.718317 0.938301 0.0384759 0.629676 -0.426025 -0.297174 -0.283334 0.806605 -0.210662 0.62789 0.381391 1.12472 1.2948 0.397646 0.584418 0.282301 0.0498216 -0.289871 -0.356356 0.612206 -0.141344 -0.176672 -0.340851 0.687538 -0.123246 0.237459 -0.446826 0.134036 0.168157 -0.526388 -0.00812968 0.549308 0.482131 -0.424818 
-1.94212 0.149663 0.451726 -0.381359 -0.48977 -0.166735 -0.328371 -0.224239 -0.694098 -0.157336 -0.0239406 0.31298 -0.0284481 -0.212254 0.140083 -0.360253 0.686839 -0.441431 -0.171234 -0.0447517 0.0949956 -0.541514 -0.174551 0.541425 -0.814588 0.0446321 0.655732 0.303629 0.0368242 -0.0952418 -0.0933885 0.0105856 0.109429 -0.02603 -0.0517522 0.0288373 0.376967 -0.202942 -0.35334 0.360426 0.35479 -0.149902 -0.114548 -0.0649921 -0.4471 -0.212252 -0.0449262 0.282808 -0.14064 -0.0463679 0.393419 0.269942 -0.189577 0.221602 0.141549 0.124104 -0.287234 -0.0651512 -0.0211341 -0.04762 -0.226749 0.216121 -0.180094 0.0854731 0.293413 0.103979 -0.090045 -0.038271 0.0911833 0.0686642 0.0829896 0.0263021 0.243824 -0.069198 -0.073625 -0.11299 -0.106724 -0.0232479 -0.00360362 -0.0709582 -0.0626728 0.10463 -0.145155 0.0131914 0.0535187 -0.117973 -0.0852579 0.063553 0.0520488 0.0975631 0.0982393 0.10171 0.0533185 -0.255663 0.295177 -0.226004 -0.04475 -0.0371312 -0.384433 0.118338 0.176656 -0.0767257 -0.152527 -0.218035 0.0222327 -0.347247 -0.413883 0.108928 -0.410276 -0.148544 0.100708 0.293337 0.0866294 0.259484 -0.0014098 -0.224753 -0.309907 0.555537 -0.0144723 0.0218661 -0.487876 0.129632 0.281489 -0.447626 -0.0577687 0.535088 0.450343 -0.423636 
-1.92307 0.199551 0.461184 -0.366941 -0.467371 -0.0768904 -0.300351 -0.267655 -0.609748 -0.337489 -0.0424062 0.277445 0.0710207 -0.283181 0.121507 -0.481336 0.722894 -0.108843 -0.306318 0.0339896 0.122203 -0.280317 -0.0946517 0.202532 -0.582598 0.0431962 0.492449 0.259898 0.00577885 0.578648 -0.217454 0.0884464 -0.515447 -0.386384 0.348804 0.261334 0.0261327 0.272507 0.752674 -0.924144 -1.51848 1.05009 0.274031 -0.353945 1.53846 1.31821 0.126613 -1.20061 -0.214045 -0.684162 -1.49871 -0.497808 0.922459 -0.391702 -0.294178 -0.160202 0.747762 0.344453 0.0680247 -0.402179 0.0342214 -0.30583 0.27776 -0.162285 -0.251474 -0.130503 0.230197 0.137712 -0.152179 -0.253898 -0.122911 -0.122866 -0.556535 0.218925 0.114413 0.165834 0.264874 0.152515 0.21666 0.0624687 0.34962 -0.188757 0.493652 -0.0630643 -0.0959651 0.132756 0.131543 -0.0868293 -0.124232 0.0889045 -0.194117 -0.285017 -0.0903617 0.368862 -0.858677 -0.217946 0.388152 -0.305246 0.119018 0.218912 -0.43288 -0.226348 -0.144191 -0.231111 -0.0263155 0.168227 0.336914 0.0338587 -0.176522 -0.329434 -0.200358 0.369973 0.257137 -0.0745585 0.0695737 -0.326714 -0.425912 0.41203 0.130626 -0.196026 -0.540675 0.132061 0.410328 -0.366238 -0.11107 0.51643 0.419445 -0.422545 
