x y 5.39707 0.864746 0.812599 0.49922 0.331656 0.329462 0.268954 0.142416 0.123881 0.122088 0.0987062 0.0593971 0.0512863 0.0479928 0.0415838 0.0254835 0.0248172 0.0212526 0.0164641 0.0154824 0.0144459 0.00976159 0.00921974 0.007459 0.00685255 0.00592649 0.00528523 0.00500683 0.00455305 0.0044867 0.00375819 0.0037167 0.00360229 0.00333159 0.00297888 0.00292577 0.00258514 0.0023794 0.00221318 0.00220902 0.00198093 0.00191 0.0017988 0.00132391 0.00126836 0.00121386 0.00121286 0.00110055 0.00105526 0.000980476 0.00085627 0.000811428 0.000775154 0.00071666 0.000693723 0.000623917 0.000595848 0.000538765 0.000518376 0.000507973 0.000486663 0.000435307 0.000402021 0.000354693 0.000313935 0.000287331 0.000266957 0.000219378 0.000211131 0.000179033 0.00017435 0.000147287 0.000132262 0.000104315 8.09118e-05 6.34046e-05 4.98263e-05 3.93975e-05 2.86171e-05 1.18332e-05 3.59062e-06 -3.71603e-06 -4.74147e-06 -8.36321e-06 -9.59964e-06 -2.8915e-05 -3.37166e-05 -7.67797e-05 -8.17306e-05 -9.02027e-05 -9.16855e-05 -9.92569e-05 -0.000106116 -0.000173789 -0.00019234 -0.000246469 -0.000261506 -0.000316866 -0.000338664 -0.00034751 -0.000474818 -0.000525797 -0.000539019 -0.000541685 -0.000574137 -0.000617056 -0.000702203 -0.000739675 -0.000846398 -0.000904037 -0.000981822 -0.00100693 -0.00112547 -0.00138047 -0.00143637 -0.00145963 -0.00178192 -0.00190287 -0.00202111 -0.00217846 -0.0025084 -0.00251707 -0.00265214 -0.00278232 -0.00321682 -0.0032305 -0.00380494 -0.00427446 -0.00454855 -0.00488698 -0.0050474 -0.00531584 -0.00639789 -0.00749976 -0.0116028 -0.0116065 -0.0131246 -0.0141451 -0.0187992 -0.0242718 -0.0300463 -0.0322223 -0.03693 -0.0610837 -0.0725541 -0.0767469 -0.0881389 -0.156677 -0.197598 -0.198512 -0.246442 -0.484797 -0.569863 -0.783106 -0.944362 -13.1261 
-2.93215 -0.20944 -0.287804 0.221912 0.0385039 -0.132428 -0.382423 -0.00677913 -0.0748197 -0.225876 0.339198 0.0640768 0.0392438 -0.205278 0.205423 -0.197719 -0.0233396 -0.00844339 -0.0665336 -0.290935 -0.0431382 -0.00794217 -0.0592542 -0.172017 0.0788348 0.220872 0.57738 -0.0723921 -0.291264 -0.0592446 0.36704 0.0837455 -0.454577 -0.434675 0.489627 -0.232863 -0.0535908 -0.218909 0.0592208 0.642463 -0.758728 0.0747218 0.448811 0.432504 -0.246932 -0.0791398 -0.120047 -0.0148812 -0.178815 0.324987 0.241046 0.404205 -0.350517 0.236789 0.0490109 -0.220312 -0.483322 0.386763 0.122354 -0.140747 0.492624 0.402278 -0.00380568 0.0191379 -0.0324996 -0.111617 0.290272 0.270826 -0.024218 0.0288479 -0.272691 -0.0248298 0.181234 -0.0069154 0.176022 0.0986789 -0.0733513 -0.0330298 -0.0160743 -0.00440882 -0.275231 -0.34667 0.195183 0.111539 0.160205 0.27657 0.282693 0.14052 0.240265 -0.161679 -0.197363 0.046608 0.2938 -0.381363 -0.409306 -0.24442 -0.224657 -0.330514 -0.184923 -0.0775614 -0.432459 0.377783 -0.318867 -0.401082 0.257072 -0.23278 0.00470347 -0.454354 -0.122514 -0.137946 0.128689 -0.338017 -0.0900658 0.0382908 0.22469 -0.0786536 0.47781 -0.657792 -0.196425 0.19706 -0.343517 0.259324 0.263815 -0.138267 0.275033 0.00301644 0.572397 -0.0380087 -0.0437458 0.594995 -0.322395 0.234631 0.0294947 0.108896 -0.163004 -0.481854 0.0264067 -0.0527882 -0.22806 0.0377548 0.00657997 -0.013962 -0.238142 -0.152591 -0.159834 0.011756 0.0945334 0.291859 -0.244402 -0.0646352 0.375998 -0.0342989 0.184105 -0.070484 -0.345528 -0.101192 0.071033 -0.267589 
-3.03687 -0.10472 -0.313741 0.116065 0.033678 -0.0303122 -0.217354 -0.0941015 -0.105044 -0.0633245 0.234067 -0.0671796 0.12706 -0.106082 0.193286 0.063633 0.0514526 -0.110952 -0.0516486 -0.046766 -0.563758 -0.00573114 0.011839 0.480932 -0.308152 -0.0259618 -0.181607 0.0213832 0.378911 0.086299 -0.364157 -0.183954 0.109628 0.127901 0.13491 0.191622 0.0926755 0.499207 0.40747 -0.189757 -0.164546 0.143784 0.511096 0.162287 0.00925148 -0.152716 -0.126407 0.0468815 0.306225 0.218122 -0.191029 0.21007 -0.140553 -0.0321324 -0.150917 0.152284 -0.118173 0.0279578 -0.023981 -0.0457727 -0.187548 -0.00290515 -0.00648452 0.00890264 -0.106236 0.15721 -0.106941 -0.0408511 -0.0315603 0.0103918 0.12087 -0.0025416 -0.0378163 0.000324984 -0.06541 -0.0184015 0.0233855 0.00569726 0.00458326 0.000792508 0.125885 -0.185852 -0.102521 0.0110623 -0.108259 -0.0587527 0.193356 -0.0205431 -0.140225 -0.005864 0.0424964 0.125617 -0.113538 0.162782 -0.242423 0.0442027 0.170919 -0.0418725 -0.243604 -0.0280252 -0.0907376 -0.167995 -0.0041544 -0.105546 0.00380972 0.270283 -0.279103 -0.037788 -0.13359 0.176919 -0.0274836 -0.144972 0.314234 0.201096 -0.1521 -0.0249252 0.36464 0.114334 -0.01649 -0.12707 0.268263 0.410556 0.223134 0.171851 -0.385055 -0.000744441 0.142611 0.0133486 0.0249746 -0.263467 0.0922721 -0.292971 -0.374331 0.0775998 0.0982362 0.299545 0.0610541 0.555641 -0.0722705 0.0407178 -0.440322 0.0272548 0.0310097 -0.103074 -0.0923642 0.120113 -0.0648872 0.218307 -0.0836203 -0.109694 0.228167 0.0717967 0.0437745 -0.0756561 -0.184656 -0.169981 0.0191853 -0.277183 
-2.87979 -0.261799 -0.271782 0.267446 0.0410919 -0.190482 -0.428203 0.0484522 -0.0531318 -0.300249 0.304893 0.138067 -0.0160175 -0.227673 0.0584798 -0.314599 -0.0583384 -0.300954 -0.0654267 -0.382279 -0.242909 0.0590995 0.123109 -0.109591 -0.459312 0.0797631 0.0131517 -0.0447204 0.474841 0.096502 0.415529 -0.206938 -0.0124343 0.00449792 -0.728877 0.0633085 -0.00453569 -0.0575783 0.322419 -0.0387978 0.0831699 -0.160836 -0.206744 -0.193229 0.148827 0.150218 0.261317 -0.192399 -0.421375 -0.158361 0.0395589 -0.259234 0.294417 0.0424824 0.190633 -0.0179989 0.210737 0.0153915 -0.00411023 0.119017 0.0199727 0.0335982 -0.00134766 -0.0318959 0.234351 -0.213585 0.0871039 0.125922 0.0784238 -0.0289351 -0.172355 0.00239438 0.125876 0.000363654 0.116515 0.0690047 -0.0493156 -0.0230603 -0.0106187 -0.0027585 -0.145285 0.226524 0.123464 0.0174482 0.140489 0.0142761 -0.247308 0.0810662 0.152632 -0.0189431 -0.129283 -0.218481 0.0529669 -0.16255 0.27229 -0.138068 -0.115195 0.165161 0.288683 -0.0621076 0.00287529 -0.0209378 -0.0500078 0.0224644 -0.179369 -0.268354 0.307543 0.0984712 0.0535249 -0.167432 -0.146809 0.229377 -0.270148 0.0163244 0.216745 0.0107886 -0.0475908 0.101196 -0.0444818 0.12024 -0.0707936 -0.139025 0.41608 0.0362367 0.0181141 -0.00464638 -0.740784 0.0543261 0.0200278 -0.141595 -0.0103585 0.130409 -0.521718 0.104931 0.146788 0.356706 0.34977 0.0427443 -0.21435 0.0611891 -0.330163 -0.0311278 -0.352746 0.0580567 -0.169456 -0.0541708 0.179045 0.211157 -0.306352 -0.0316078 0.389015 -0.0997986 0.257181 -0.0655205 -0.407347 -0.0579016 0.102755 -0.261649 
-3.08923 -0.0523599 -0.321367 0.0604317 0.0319941 5.0254e-05 -0.121186 -0.12042 -0.11247 -0.00862752 0.156675 -0.110791 0.151676 -0.0604711 0.218194 0.167728 0.0757662 0.374032 -0.0305458 0.113633 0.264165 -0.0515551 -0.107481 -0.0412736 0.205776 -0.0123358 0.154643 -0.0308562 0.0959689 0.0176341 -0.01919 -0.00715491 0.014357 0.0151087 -0.0421166 -0.0061922 -0.00842792 -0.0562347 0.115316 -0.0530789 0.032843 -0.0276265 -0.0991493 -0.0476779 0.00345175 0.0284076 0.00461684 -0.0022397 -0.0236682 0.0284123 -0.0469488 -0.0460129 0.00469969 -0.0101391 -0.00124417 0.0434841 0.0472127 -0.0242746 -0.00642772 0.00271995 -0.0632604 -0.0250557 -0.00152746 -0.000320168 0.00682348 0.0296338 -0.031045 -0.0117069 0.00200432 0.000162839 0.0290746 0.00073094 -0.00653567 0.00019136 -0.0154118 -0.00321703 0.00536828 0.000985307 0.000969388 0.000119719 0.0339598 0.046791 -0.0255793 -0.00860772 -0.0242643 -0.0256043 -0.043863 -0.00652491 -0.0347286 0.0112904 0.00802907 0.0137071 -0.0372818 0.045711 0.0602944 0.0124384 0.043812 0.0169938 0.0467938 -0.00845952 0.0493948 -0.0601518 0.0232499 0.0486414 -0.0257757 0.0551651 0.0384811 0.0211502 -0.0189269 -0.00080546 0.0250703 0.00653244 -0.0456341 0.0432863 0.00660539 0.0140369 -0.101723 0.0709941 0.018823 -0.0452623 -0.0201083 0.0354874 0.0851505 -0.017729 0.0431096 -0.00286778 -0.0483317 0.0037805 0.000109456 -0.0434844 0.030997 -0.0252209 -0.0879462 0.0381487 -0.089815 -0.208011 -0.173627 -0.0971871 0.0148188 0.00294256 0.400144 0.0359957 0.147437 -0.261084 -0.0464136 0.146873 -0.118394 0.168402 -0.0221806 -0.119282 0.134734 0.103403 -0.000489366 -0.0761743 -0.0977888 -0.190027 0.0043445 -0.279969 
-3.06305 -0.0785398 -0.318381 0.0887138 0.0328058 -0.00897249 -0.17162 -0.10438 -0.109158 -0.0305915 0.201519 -0.0837423 0.144444 -0.0870892 0.217008 0.117246 0.0787663 0.1369 -0.0527787 0.0243454 -0.182462 -0.0352623 -0.0134017 0.273089 -0.326194 -0.120072 -0.52678 0.180537 -0.537632 -0.0848442 -0.293178 0.156565 0.019622 0.0120455 0.128508 -0.0460659 -0.010781 -0.0687956 -0.461887 -0.106318 0.268711 0.0125848 -0.0713535 -0.0250883 0.028816 -0.0289252 -0.019139 -0.0478867 -0.111426 -0.321782 0.16716 -0.0122468 0.101154 0.0183469 0.106639 -0.202241 -0.0557398 0.0493232 -0.00466679 0.0401195 0.267203 0.0682147 0.00657229 -0.0137345 0.0596851 -0.200782 0.138852 0.0573582 0.0209464 -0.0160443 -0.154063 0.00167684 0.0433834 0.000701535 0.0818752 0.0208921 -0.0284878 -0.00627823 -0.00526989 -0.000715705 0.0871815 -0.00124187 0.135353 0.0180973 0.16024 0.0047478 0.00299547 0.0329458 0.184425 0.0179134 -0.0483492 -0.0760746 0.196367 0.109059 -0.00164691 -0.0658078 -0.229047 0.0745739 0.016527 0.0493686 -0.0964122 0.234311 0.0252983 -0.0452323 0.0982077 0.0158563 0.0654235 0.222747 0.201419 -0.117556 -0.0263683 0.100277 -0.0257257 -0.280847 0.110826 0.00848714 -0.0174525 0.1433 0.0228712 -0.0903404 0.0299177 -0.141056 -0.481757 -0.0156456 0.0217103 -0.00218415 0.147721 -0.0177654 -0.00229667 0.0793461 -0.0234181 -0.214791 0.656219 -0.129978 0.157785 0.52417 0.00690383 0.269744 -0.0413973 0.0414359 -0.0329629 0.0497082 0.0911748 -0.192547 -0.0788931 0.143533 -0.0865447 0.200974 -0.0500258 -0.116479 0.185111 0.0839293 0.0144597 -0.07614 -0.14229 -0.180006 0.00831826 -0.278932 
-2.90597 -0.235619 -0.280021 0.245574 0.0400093 -0.160219 -0.409613 0.0225797 -0.0652063 -0.266586 0.33099 0.105775 0.0159819 -0.228697 0.141414 -0.26298 -0.0329551 -0.162786 -0.0782264 -0.35764 -0.174998 0.0201643 0.0425222 -0.114111 -0.312889 0.114009 0.117568 0.0148667 -0.246491 -0.0403253 0.33832 0.0531404 -0.297754 -0.284958 -0.0429522 -0.186673 -0.0762189 -0.401184 -1.00001 0.427887 0.129209 -0.106314 -0.0769622 0.0984429 -0.0313662 0.346757 0.196327 0.353201 0.702361 0.191529 0.0310469 -0.100397 -0.0222679 -0.0659614 -0.309298 0.209864 0.246566 -0.48429 0.0438551 -0.0663918 -0.491875 -0.467029 0.0206772 0.0824159 -0.376209 0.511958 -0.386602 -0.457558 -0.14019 0.0550229 0.542336 0.00431696 -0.382049 -0.000834358 -0.355784 -0.205538 0.147395 0.067579 0.0314544 0.00831612 -0.251555 0.01168 -0.388829 -0.157406 -0.448478 -0.0185524 -0.0291189 -0.276714 -0.479924 -0.13982 0.382131 0.1487 -0.455023 -0.306593 0.0293266 0.477928 0.407346 -0.126622 -0.085206 0.200552 0.617033 -0.282401 -0.192973 0.284603 -0.116509 -0.24356 -0.341496 -0.25409 -0.0705041 0.36674 0.0154024 0.0383685 0.118302 -0.0196426 -0.800142 -0.0054699 -0.141511 -0.230755 -0.126975 0.196666 -0.373791 -0.652406 -0.811154 -0.15865 0.352088 -0.00312093 0.0508439 -0.00686989 -0.0227621 0.361033 -0.216146 0.129605 0.137627 0.0385491 0.0435769 0.131385 0.217217 0.0309536 -0.243404 0.0643055 -0.184909 -0.012932 -0.304819 -0.0543886 -0.179881 -0.0141463 0.142372 0.262124 -0.282949 -0.0506985 0.389292 -0.0696092 0.220817 -0.0686283 -0.37865 -0.0791157 0.0856336 -0.264725 
-3.03687 0.10472 -0.32014 -5.37388e-17 -0.074128 0.073814 -1.07124e-15 -0.179031 0.108088 0.160427 -2.18583e-15 -0.0926587 -0.188762 0.210424 1.02417e-15 -0.0400067 -0.157044 8.2803e-15 0.109775 0.0534114 -1.40975e-14 0.27177 0.519529 -4.69101e-16 0.0272087 0.0521757 0.0305289 -0.0471897 -0.0217413 -0.0210201 3.21796e-15 0.0103595 -0.00830391 -0.0256242 -6.13044e-15 -0.0107354 -0.0115449 -0.000582094 -2.77699e-16 4.72249e-16 3.57674e-15 -0.000847833 -0.00397857 0.00901085 1.23081e-15 -0.00282312 -4.67875e-17 0.0179734 -0.00663529 8.63935e-16 9.76534e-16 0.00145919 1.76794e-15 0.00251773 -0.00137243 -7.59752e-16 0.000493152 -0.000586276 -2.9647e-16 1.96796e-16 8.01425e-16 -0.000826564 1.9192e-15 0.0028059 -0.000568616 -3.5364e-15 1.69726e-15 -0.00120682 -0.000212559 -1.47806e-15 -3.53318e-15 7.93354e-05 -0.000956208 1.62602e-15 4.75499e-15 -0.00048593 -1.45786e-15 0.000106242 -8.95429e-16 -8.12478e-05 -3.12804e-15 -0.00233261 1.49613e-15 -0.000332427 3.61075e-15 6.56696e-15 0.0013986 -0.000901777 4.2157e-15 -0.00372854 0.0010808 -2.38434e-15 8.4348e-16 -1.04286e-14 -0.0032168 0.00148363 -2.37169e-15 4.37714e-16 -0.0020099 -0.00210833 0.00117877 1.01641e-15 -0.00833557 -0.00336056 -2.42198e-15 -9.06417e-17 -0.00268673 9.57787e-16 6.36475e-16 0.00291942 -2.31028e-15 2.19733e-15 -0.00239848 1.37798e-15 -0.00347865 -0.0293316 0.0105895 3.99536e-15 -0.00505037 2.0949e-15 -0.0230739 3.82239e-16 -4.98375e-15 -0.00884343 0.00679572 0.0147811 -9.04078e-15 -0.00821973 -0.00713614 0.0732561 -0.0213617 -2.94704e-16 -0.0222509 -0.0634745 0.0146991 -0.0654864 0.455089 -3.89839e-12 0.383792 -0.0402865 2.51669e-15 -0.101573 -0.00954944 6.09475e-16 0.166073 -0.194994 -0.0417257 -1.85361e-16 0.178657 0.141062 -2.18902e-14 0.131483 -0.113891 0.0969842 7.35919e-16 -0.210008 -0.0326818 -0.279311 
-2.98451 0.15708 -0.308913 5.37722e-17 -0.126708 0.116577 -9.33563e-16 -0.15666 0.226108 0.221096 2.23437e-16 0.00225936 -0.351007 0.284452 1.05748e-15 -0.230174 -0.190317 6.1108e-15 0.105955 -0.16249 1.60411e-14 -0.226472 -0.591432 1.4107e-15 -0.0314835 0.0628572 -0.0713423 0.0434326 0.020094 0.0099188 -5.15018e-15 -0.0196922 0.00328326 0.0180933 6.03247e-15 0.00856742 0.0131967 -0.00772385 4.04321e-15 -2.3692e-15 7.6532e-15 -0.00338011 0.00675993 -0.011028 -8.29654e-16 0.00690545 -3.61057e-16 -0.0213851 0.00857944 8.90699e-16 -4.00311e-15 -0.00255669 -2.75167e-15 -0.00240844 0.000404488 2.82726e-15 0.00107511 -0.00081805 4.67215e-16 -1.34664e-15 -2.6374e-15 -0.000587827 -2.21935e-15 -0.00290804 -0.000458365 5.14718e-15 -2.30779e-15 0.000106477 -0.000244718 1.64562e-15 4.45486e-15 -0.000137853 5.22895e-05 -1.51674e-15 -5.49483e-15 2.57436e-05 1.56183e-15 4.58196e-05 -4.36935e-16 0.000113872 3.73305e-15 0.000601226 -3.57432e-15 9.04231e-06 -5.20204e-15 -5.1542e-15 -0.000852666 0.000165564 -4.70483e-15 -0.000335899 -0.00026345 3.03848e-15 -3.54202e-15 6.41318e-15 0.00101928 -0.000135109 3.41888e-15 -1.10893e-15 0.00114429 0.00196685 0.000708075 -1.42605e-15 0.000443479 0.00109196 1.70223e-15 2.73495e-15 0.000689377 -1.69853e-15 -2.58143e-15 -0.000806005 1.97073e-15 -2.34381e-15 0.000952995 8.1394e-16 -0.00207912 0.0326739 -5.33451e-05 -1.0299e-15 -0.00133509 -2.22118e-15 0.011007 2.57483e-15 5.54666e-15 0.00955406 0.00206233 -0.0145421 1.08683e-14 0.0110502 0.0129108 -0.0567497 -0.0107882 -1.74574e-15 0.0088415 0.0230902 0.108255 0.0462969 -0.418853 3.59009e-12 -0.448681 -0.0779216 -3.23127e-15 -0.0968677 -0.242385 -7.45239e-15 0.231256 -0.36959 0.0997446 -2.23914e-15 0.248466 0.28223 -1.379e-14 0.0795783 -0.169345 0.188312 6.27716e-16 -0.185807 -0.0568095 -0.275106 
-2.59181 -0.549779 -0.182946 0.44148 0.0445807 -0.425665 -0.327919 0.3305 0.113368 -0.244211 -0.367088 0.254513 -0.226301 0.205943 -0.526143 0.0975579 -0.0157217 0.141757 0.12354 0.555983 0.284295 -0.0290665 -0.0323173 0.382048 0.236217 -0.167102 -0.265229 0.0400527 0.178644 0.0482669 -0.472551 -0.0953966 -0.0530213 -0.0381213 -0.0769936 0.0142393 -0.00665246 -0.0516725 -0.149133 0.1477 -0.125367 -0.0846529 0.40555 0.275218 0.0639884 0.694554 0.676656 0.249831 0.511447 1.13274 -0.516269 -0.394781 0.631988 0.55839 1.14954 -0.212244 -0.103534 0.186554 0.219054 0.313206 0.483507 0.516553 0.240005 -0.00991739 0.691763 -0.79042 0.389928 0.100722 0.0266064 0.0256304 0.153446 -0.0114671 -0.738087 -0.00924871 -0.947044 -1.0162 0.851733 0.566804 0.292914 0.100629 -0.499418 0.0583002 -0.74998 -0.72286 -0.666954 -0.0685469 -0.13475 -0.924954 -0.179104 -0.493308 0.568612 -0.441264 0.344971 -0.434702 0.090234 -0.0850318 -0.918954 0.337774 0.332591 0.445022 -0.707625 0.626799 -0.521082 -0.66028 -0.154622 -0.201655 0.603414 0.13049 0.034483 -0.914214 0.0728523 -0.108557 0.203408 1.38401 -0.861555 -0.017382 0.1737 0.45179 -0.110062 -0.238062 0.00359524 0.1604 -0.264785 0.0523185 -0.0909048 -0.00609741 0.14339 0.0179433 0.0163293 -0.293276 0.176885 -0.524078 0.006161 -0.033907 -0.0294769 0.00533492 -0.343854 0.068817 0.403115 -0.0879525 0.328046 0.017007 0.349732 0.331262 0.252224 -0.172804 0.134406 -0.550595 0.00509968 0.173715 -0.0269642 -0.338984 0.412484 -0.00993637 -0.558437 0.177774 0.273044 -0.229815 
