x y 0.0414641 0.0413132 0.0313895 0.0021899 0.000755667 0.000715602 0.000425711 0.000423917 0.000387703 0.000385501 0.000373687 0.00032959 0.000313405 0.00030926 0.000295885 0.000288003 0.000287207 0.000279421 0.000275371 0.000273321 0.000265497 0.000261473 0.000255142 0.000233161 0.000224314 0.000219038 0.000204057 0.000202499 0.000201094 0.000196665 0.000195502 0.000192053 0.000174305 0.000169572 0.000164012 0.000157917 0.000154551 0.000149759 0.000144644 0.000142024 0.000138958 0.000127738 0.000118772 0.000114725 0.000109004 9.83958e-05 9.70337e-05 8.07203e-05 8.019e-05 7.5575e-05 7.38563e-05 7.36723e-05 6.79646e-05 6.64902e-05 6.06997e-05 5.46436e-05 5.32763e-05 5.18991e-05 4.84372e-05 4.5601e-05 4.23134e-05 4.01959e-05 3.92481e-05 3.87272e-05 3.72202e-05 3.59283e-05 3.40545e-05 3.37919e-05 3.33197e-05 3.28468e-05 3.04827e-05 2.95396e-05 2.76831e-05 2.63906e-05 2.52255e-05 2.27066e-05 2.21522e-05 2.05678e-05 1.92709e-05 1.8539e-05 1.76137e-05 1.73056e-05 1.64991e-05 1.61109e-05 1.55483e-05 1.51606e-05 1.46059e-05 1.43761e-05 1.39504e-05 1.30058e-05 1.24528e-05 1.2383e-05 1.21723e-05 1.14436e-05 1.14314e-05 1.05492e-05 1.04207e-05 9.42813e-06 9.05702e-06 8.9701e-06 8.82275e-06 8.15735e-06 7.67004e-06 7.61262e-06 6.78764e-06 6.48845e-06 6.22572e-06 5.90459e-06 5.6762e-06 5.60547e-06 5.03727e-06 4.83814e-06 4.82601e-06 4.32388e-06 3.89015e-06 3.83078e-06 3.41684e-06 3.4116e-06 2.99541e-06 2.41526e-06 1.975e-06 1.73439e-06 1.65532e-06 1.25534e-06 9.46461e-07 4.01761e-07 3.90447e-07 3.43515e-07 3.21265e-07 2.27499e-07 1.89145e-07 1.26047e-07 1.08712e-07 1.02202e-07 1.01155e-07 9.97282e-08 5.35438e-08 3.89661e-08 -1.93333e-08 -1.20955e-07 -1.81178e-07 -7.73322e-07 -1.03465e-06 -1.06193e-06 -1.15791e-06 -2.41615e-06 -3.66959e-06 -4.40808e-06 -9.68349e-06 -1.11694e-05 -1.13847e-05 -1.81963e-05 -2.34125e-05 -3.08855e-05 -3.35174e-05 -3.68302e-05 -3.89314e-05 -5.37185e-05 -6.32273e-05 -9.86827e-05 -0.00012926 -0.000174093 -0.0075426 -0.0101217 -0.0101536 -0.903376 
-1.27115 -0.633661 -0.353753 0.487689 0.593831 0.641533 -0.160028 -0.642176 0.0607122 0.0171031 0.0519012 0.101618 -0.569429 -0.360537 0.241124 -0.252996 0.378252 0.667286 0.280869 0.00963234 -0.0295954 0.382947 0.298834 0.17162 0.99216 -0.430912 0.255537 0.0435938 -0.108378 0.188021 -0.568262 0.0780231 -0.22826 -0.146616 -0.261032 0.0628472 0.189964 -0.130073 -0.76085 -0.377724 -0.0432341 0.00809368 -0.0780948 -0.056451 -0.0922483 0.373637 0.66721 0.355066 0.0517972 -1.95045 1.12689 0.555211 0.627304 -0.761606 0.676125 -2.26479 0.526548 -1.79896 0.82169 -0.42541 -0.499782 -0.122618 -1.3424 -1.10235 0.525545 -0.182992 0.774458 0.492685 0.292137 1.30002 -1.03367 -0.0346279 1.0056 -0.00949885 -0.0511956 -0.957176 -1.76271 0.726628 0.398725 -0.0878429 -0.377263 1.04331 -0.89981 0.377949 -0.2894 -1.19789 -0.368567 1.59241 1.66177 1.86528 0.128683 1.61019 0.683053 -2.92646 0.352201 -0.360756 -0.0155036 -0.289708 0.193903 -0.13575 -0.577784 0.701776 0.191182 0.134244 -0.204816 0.477038 0.682362 0.137332 0.990957 -1.25707 -0.469027 -1.10714 0.583016 -0.0593339 -1.93317 -1.40549 -1.08686 2.25489 -0.0804026 2.29 1.44071 3.41104 4.71923 0.131458 4.46615 0.583009 1.74775 0.171311 -0.0736266 -0.598491 0.479789 -0.0661746 0.0364831 -0.213532 0.134617 -0.710374 0.165114 0.159817 0.55599 -0.308894 -0.336247 -0.235416 0.248473 0.80994 1.06572 2.17249 1.44857 -1.46616 2.88134 -0.258296 -0.278912 1.05081 -1.24534 -0.0274397 -0.122734 1.36411 2.98471 0.389222 0.529125 0.115971 -0.103595 -0.0159145 0.59091 -0.290094 -0.369338 -0.506218 -0.649676 0.489359 
-1.26198 -0.646465 -0.343223 0.484819 0.599186 0.630509 -0.204799 -0.592744 0.0641695 -0.00321438 0.111053 0.036814 -0.51116 -0.229991 0.349959 -0.172909 0.392757 0.678312 0.308493 0.206404 0.0388263 0.189131 0.192387 0.378874 1.06675 -0.630156 -0.00479518 0.254591 -0.175541 0.16778 -0.542203 0.143288 -0.213811 -0.345081 -0.319816 0.12 0.19546 -0.061399 -0.930531 -0.462302 0.0233807 -0.0450729 -0.1061 -0.0512173 -0.278201 0.348725 0.678289 0.348177 0.275087 -1.87034 1.17596 0.12218 0.616951 -0.693589 -0.56132 -2.19616 0.565214 -2.1786 0.950754 -0.104454 -0.351854 -0.245687 -1.61709 -1.17267 0.482766 -0.250132 0.830577 0.80536 0.0239604 1.62208 -0.831796 0.672426 0.889337 -0.0333878 0.062066 -0.986691 -1.38275 0.046199 0.265349 -0.208775 0.552355 1.19649 -0.844621 0.257414 -0.464969 -0.580783 -0.461707 1.56576 0.81694 0.548376 1.72039 1.80173 0.771734 -2.0188 0.247776 -1.64275 0.0700362 -0.441402 -0.164031 -0.205878 0.405776 0.353227 -0.194955 -0.690928 -2.03769 0.208395 -0.24199 0.170709 1.21566 0.542869 -0.405824 0.808867 0.635606 -0.397062 1.62581 0.272438 -0.226471 -1.2422 0.271675 -1.33335 -0.963051 -1.76124 -3.51379 -0.434709 -2.70821 -0.0069982 -1.64184 -0.174824 0.219273 0.502136 -0.457186 0.00989808 -0.0964862 -0.484072 -0.0805921 0.55575 -0.0204878 0.565115 -0.432303 0.112022 0.228266 0.134597 -0.171763 -0.397794 -0.90595 -1.70677 -0.571788 2.06248 -1.5775 1.60354 0.181645 0.797411 1.12549 -0.748105 1.08638 1.15919 2.80322 -0.975274 -0.524121 0.464295 -0.322003 0.443421 0.457544 -0.384009 -0.363127 -0.492349 -0.659235 0.489124 
-1.32155 -0.526984 -0.432026 0.528425 0.515076 0.71005 0.0298037 -0.586655 0.177997 0.0357769 0.045803 0.464409 -0.592585 -1.26226 -0.620239 -0.571045 0.505203 0.267128 0.686794 -0.610493 0.40337 0.211724 0.522771 -1.04638 0.186093 0.924707 0.14748 -0.507755 0.390691 0.0384962 -0.332244 -0.0962295 -0.0403042 -0.354251 0.00275543 0.126331 0.080982 -0.191009 -0.00947916 -0.0592668 0.0869811 0.230915 0.0102278 0.309195 0.0877913 0.287885 0.0434322 -0.0999793 0.504276 0.381909 -0.427448 -0.618151 -0.0380461 -0.0395831 -0.149072 0.582339 0.588784 0.335472 -0.388969 0.24541 -1.77774 -0.165638 0.200501 0.00963888 0.0636576 -0.436409 -0.336766 -0.204935 0.849832 0.211167 0.258126 0.137646 -0.426801 0.0811094 0.750584 -0.221279 -1.44342 0.0228572 1.28328 1.14457 -1.28573 -0.553674 0.283388 -0.24386 0.0488383 -0.557101 0.750043 0.596643 -0.160668 -0.717695 -1.0469 0.0323468 -0.215106 0.561427 -0.308536 -0.79661 0.692827 -0.578509 0.634096 -1.32391 0.55643 -0.922167 0.37475 0.630196 -0.306859 -0.731729 1.65403 -0.120772 0.0448187 0.0261803 -0.22152 0.789755 -0.230268 -0.74532 0.0225016 0.519205 0.128871 0.163843 -0.0215258 -0.7339 0.531523 -0.492005 -0.13606 -0.000728623 0.0665145 -0.360145 0.178508 0.133252 0.0646848 -0.029083 -0.228425 -0.0110377 -0.200815 -0.149614 0.162978 0.0358367 -0.00266083 0.161741 0.0263928 0.0392806 -0.0436061 -0.315248 0.054922 -0.439579 -0.0997456 -0.495103 -0.0732982 0.145159 1.4128 -0.291137 -0.0325889 -0.247864 0.0681827 0.817285 0.432207 1.56964 -0.750331 0.331658 0.0638092 0.971684 -0.0576206 0.232481 0.283162 -0.05274 -0.465631 -0.570145 -0.495666 0.491662 
-1.38521 -0.388486 -0.521296 0.565921 0.409291 0.609067 0.43602 -0.354727 0.391821 0.028132 0.0884652 0.435862 0.329633 0.0941176 -0.0359468 0.390306 -0.50503 0.0474737 -0.198449 -0.375646 0.690175 -1.10059 0.737282 0.126565 -0.653446 -0.243289 -0.38116 0.263917 -0.123907 0.183642 0.301711 -0.0315538 0.200218 -0.566535 -0.114346 -0.137063 -0.743093 1.23132 0.4962 1.20346 -0.223632 -0.916668 -0.0538705 -0.890308 -0.419002 -0.848006 -0.116759 0.131261 -0.603063 0.352487 -0.0998378 0.569169 -0.0470094 -0.286083 1.97455 0.348352 -0.112109 0.666439 0.178646 -1.19252 -0.209643 -0.0920395 0.62153 0.112835 0.119939 0.0769049 -0.262467 0.14545 0.568342 -0.756686 0.245446 -0.516871 -0.265126 0.381597 0.249283 -0.150332 0.163006 0.47282 0.829253 0.229194 0.102167 0.051866 -0.358806 -0.0988532 0.833952 0.441076 0.85644 0.917883 0.133015 0.776619 0.785792 0.699811 -0.276669 0.0807994 0.179484 -0.767784 -0.782927 -0.353178 0.659722 -1.19365 0.89539 0.53165 -2.01172 -2.79278 -1.7225 1.48714 2.15248 2.45828 1.38474 2.29434 -2.02662 -1.82643 0.941784 -0.56565 -0.164315 0.915248 1.1726 0.299967 1.71632 0.044472 -0.989941 0.386682 0.560034 -0.434519 -0.591043 -0.211492 -0.294215 -0.319488 -0.0135673 0.013352 -0.0203016 0.0332701 -0.00852298 0.440126 -0.0594776 -0.302835 0.0387185 -0.497541 0.20726 -0.0518509 -0.177763 -0.214001 0.129906 0.372213 -0.391775 0.970855 0.0701435 -0.482036 -1.95878 -1.4672 0.520317 0.0130413 -0.53786 0.423095 -0.935082 0.212842 -0.603328 1.00477 0.80781 -0.981817 0.76739 0.0490067 -0.461596 0.286652 -0.586513 -0.594697 -0.315107 0.494342 
-1.30602 -0.560762 -0.4085 0.51635 0.540449 0.698495 -0.0065303 -0.63212 0.103359 0.0326581 -0.0207669 0.408767 -0.518885 -1.05071 -0.463251 -0.572129 0.283895 0.42887 0.74794 -0.598551 0.188343 0.616342 0.433544 -1.15682 0.167323 0.970688 0.320246 -0.363274 0.54971 0.133908 -0.478344 -0.105272 -0.0534224 0.0283397 -0.55324 0.188524 0.250914 -0.27331 -1.1425 -0.061527 -0.00724296 0.352936 -0.0392802 -0.327695 0.229574 -0.0504312 -0.396973 0.133332 0.174564 -0.369637 1.09795 0.25267 -0.399481 -0.319567 -0.128375 -0.697676 -0.295544 -0.482259 0.657712 0.18438 0.493648 0.485034 -0.198965 0.569631 -0.0797991 0.103548 0.247598 -0.247015 -0.269473 -0.329006 0.305451 0.0858235 -0.292544 0.00955123 -0.0441454 0.0482934 0.477757 0.318944 -0.188219 -0.494583 0.401369 -0.0762055 -0.00983207 -0.0565546 0.458033 -0.0463325 -0.133949 -0.370389 -0.190279 0.0420259 -0.0089291 -0.267504 -0.110895 0.258667 0.12181 0.489344 -0.280325 0.175681 -0.137657 0.39506 -0.0756891 0.0667642 -0.0685857 -0.177522 0.392102 0.118838 -0.298003 0.206525 -0.246549 0.0702987 0.133735 -0.140619 -0.046558 0.20965 -0.0274595 0.117035 0.188869 -0.0791191 -0.0100299 -0.0027488 -0.0287317 -0.100205 0.0335543 -0.0942859 -0.127211 -0.0110695 -0.0580206 -0.00985544 -0.00579788 0.00202454 0.0919743 0.0091976 0.0670856 0.116091 -0.0530973 -0.0373058 -0.0186145 -0.128793 0.021875 0.0255133 -0.00341518 0.0346508 -0.00811901 -0.0353975 0.123119 0.261099 -0.121526 -0.216646 -0.412497 -0.154495 0.134393 -0.0768169 -0.16288 -0.177428 -0.716748 -0.555095 -0.498524 -0.308944 -0.381286 -0.0534476 0.469008 -0.43143 -0.302759 -0.113142 -0.433462 -0.551914 -0.542902 0.490928 
-1.40229 -0.351323 -0.541984 0.574003 0.379611 0.584901 0.483257 -0.287807 0.40342 0.0161734 0.0795559 0.424827 0.436138 -0.01099 -0.237231 0.365518 -0.638117 0.0216746 -0.655761 -0.391241 0.697181 -1.26782 0.818071 0.469828 -0.603825 -0.78873 -0.477625 0.640758 -0.327815 0.203076 0.467563 0.00271615 0.149973 -0.166943 0.0185221 -0.00877011 -0.522116 0.815944 0.381109 0.665178 -0.24718 -0.732992 -0.280247 -0.938846 -0.96788 -0.685697 -0.346272 0.145602 -0.330777 -0.178364 0.584258 0.262116 0.362486 -0.118975 -0.772148 -0.62864 0.115946 -0.605322 0.464782 0.041842 0.193343 0.33426 -0.866221 0.0420656 -0.252565 -0.203966 0.515828 -0.238064 -0.972123 0.0877581 0.0495066 0.569728 -0.417472 -0.1244 1.67166 0.257456 -0.481 -0.562004 -0.436565 0.601029 0.0265506 -1.03161 0.677311 -0.44943 -0.592666 -0.295649 0.211126 -1.75286 -0.910371 -0.440925 -0.542815 -0.654042 -0.672945 0.64033 -1.6628 -0.728051 0.966168 0.582022 -1.72351 -0.590134 -0.63119 -0.328789 -0.285919 0.617605 -0.329743 -0.648064 0.758573 0.508482 -0.978368 0.418991 0.225632 0.639388 -1.23954 -0.434679 -1.05379 0.113544 0.714567 -0.776043 -0.208445 2.0076 -0.637658 1.18322 0.101999 -0.349449 0.588912 0.106619 0.526686 -0.013527 -0.284081 0.0066293 -0.455387 -0.0138577 -0.14961 0.347842 0.150471 -0.0593967 -0.0659009 -0.3921 0.0712616 0.00619846 -0.018682 -0.0448201 -0.227364 0.747369 -0.813911 -0.348568 -0.122946 -0.1513 -0.434755 0.285815 1.37484 -0.21185 1.04158 -1.46631 0.807065 -0.00262279 1.19803 -1.27606 -0.722856 0.425294 -0.276673 0.650109 0.198747 0.246168 -0.609699 -0.589483 -0.266308 0.494972 
-1.39375 -0.369905 -0.53234 0.570165 0.394519 0.598619 0.448701 -0.316446 0.44751 0.00737341 0.0943102 0.399525 0.451702 0.0430751 -0.102641 0.42249 -0.659613 -0.0142843 -0.378983 -0.429239 0.728051 -1.26821 0.747727 0.343918 -0.754854 -0.531549 -0.451452 0.47303 -0.216317 0.174272 0.395316 -0.0374356 0.218687 -0.513854 -0.126228 -0.126338 -0.757483 1.08715 0.455308 1.14395 -0.290151 -0.865894 -0.249615 -1.05213 -0.932871 -0.904533 -0.591447 0.136716 -0.4586 0.133522 0.307227 0.474717 -0.118503 -0.0762126 0.541523 -0.230727 -0.0745343 -0.00689004 0.378875 -0.230415 -0.200367 0.250329 -0.0112573 0.236715 -0.160099 -0.146798 0.0673577 0.0704833 0.426071 -0.162439 0.0815691 -0.0603873 -0.323163 0.0723144 -0.468839 -0.348343 0.0146495 0.308784 0.00530105 -0.35844 0.0484881 0.416647 -0.146263 -0.0175858 -0.0519605 -0.117841 -0.387479 0.328452 0.158482 -0.0466093 -0.154716 -0.0693457 0.476487 -0.275751 0.441858 0.538696 -0.392512 -0.0521365 0.673192 0.751714 0.100104 -0.38028 0.664039 0.492847 0.70664 -0.0719778 -0.763891 -0.475361 0.0824576 -0.652654 0.424537 0.535745 0.157037 0.373921 0.397073 -0.147374 -0.717594 0.299293 -0.404161 -1.08669 0.441373 -0.610606 -0.195825 0.147009 -0.110627 -0.0171605 -0.168187 0.0715133 0.0723258 -0.0237293 0.264364 -0.00573621 0.096251 -0.277046 -0.0695491 0.0717115 0.00876609 0.325906 -0.0471526 0.0242759 0.0375713 0.0106242 0.0544039 -0.317279 0.700114 0.0478792 -0.048262 0.0678999 0.9518 0.020067 -0.739041 -0.287455 -0.0722872 0.733342 0.389084 -0.140331 -0.105576 -0.157796 -0.112325 0.282429 0.168227 0.443563 -0.272422 0.19085 -0.60022 -0.591207 -0.289619 0.494657 
-1.33708 -0.493206 -0.454555 0.537258 0.491113 0.718275 0.0547322 -0.544749 0.190477 0.0830339 0.0810482 0.530156 -0.679478 -1.04597 -0.809819 -0.406931 0.671812 0.282147 0.418565 -0.560202 0.578553 -0.280595 0.675074 -0.759282 0.0236559 0.73846 -0.245312 -0.351629 0.0924973 0.0764233 -0.0583692 0.0459964 -0.052647 -0.514425 0.542955 0.110602 0.0249246 0.497457 1.05363 0.0786226 0.10166 -0.280236 0.227112 0.529023 0.190145 0.249984 -0.45099 -0.11534 0.278183 0.462671 -1.5729 -0.967342 0.371629 0.661919 0.130073 0.967341 0.0826724 0.693272 -0.57267 -0.959337 0.467182 -0.850542 0.714357 -0.775743 -0.0115382 0.15744 -0.370289 0.24379 -0.184617 0.133338 0.0346494 -0.240753 0.733676 -0.110273 -0.387129 0.352846 0.583193 -0.259022 -0.569577 -0.053268 0.194335 0.310979 -0.194306 0.40351 -0.507593 0.392 -0.239943 -0.0701539 0.109571 0.305051 0.586225 0.266233 0.116589 -0.26137 -0.0568956 0.147467 0.117537 0.27159 -0.280236 0.301724 -0.280302 0.693933 -0.0423569 0.0026403 -0.0620226 0.281571 -0.766965 -0.497589 0.0593044 -0.152215 0.0762124 -0.301659 0.225387 0.321186 0.00167138 -0.43036 -0.221918 -0.154296 -0.0663756 0.522592 -0.300888 0.342834 -0.0526326 0.158894 0.157276 0.2649 0.0574072 -0.0737335 -0.0446024 0.0316008 -0.0719236 0.000615785 0.000476521 -0.00732862 0.00375231 0.0185856 0.00667655 0.0160037 -0.0462275 -0.0393247 0.0298864 0.191902 -0.0536396 0.27525 -0.334786 -0.0119467 0.109533 0.174674 -0.407931 0.630758 -0.0629927 0.132068 0.24424 -0.455943 0.570963 -0.37696 0.489252 0.100021 0.272619 -0.106537 -0.514708 0.43434 1.1128 -0.153374 -0.491912 -0.585878 -0.452048 0.492269 
-1.42973 -0.2488 -0.582597 0.600707 0.276353 0.446023 0.643803 -0.138085 0.110405 -0.0903101 -0.0333142 0.436606 0.597331 0.410857 0.0636447 0.299343 -1.00193 0.0274951 -0.603504 -0.271849 0.0191756 -0.415005 0.518787 0.178741 -0.708132 -0.657502 0.802655 0.507233 0.101319 -0.0630077 0.140298 -0.0994758 0.00930209 1.5073 0.430103 0.0459021 0.896372 -1.11715 -0.282008 -1.10857 0.377643 0.723249 -0.180092 0.897444 -0.216661 0.508474 -0.841889 -0.0793713 0.173371 0.174793 0.0519566 -0.242613 -0.152431 0.0621961 -0.385411 0.36865 0.228096 -0.0592492 -0.328559 -0.0695178 -0.0209264 -0.0486812 0.14232 0.132742 0.221178 -0.374961 -0.000632055 -0.14274 -0.0467166 0.0806978 0.0751986 -0.0922606 0.41978 -0.0117122 -0.408544 -0.109545 0.26874 -0.223269 -0.0886156 -0.669709 0.175213 0.528539 -0.234405 0.223033 -0.349027 -0.215667 -0.0956841 -0.0988102 -0.186213 -0.226996 -0.0390559 -0.423106 -0.167951 0.23295 0.00587114 -0.638984 -0.0872838 -0.0390904 0.589415 -0.635369 0.0647411 -0.0110146 0.742283 0.711645 -0.682869 0.861558 0.00318708 0.859635 0.490493 0.0764872 -0.645349 0.333234 0.249302 -0.677286 -0.764494 -1.03472 0.243693 0.0080936 -0.320835 -0.220654 -0.319716 0.0287439 0.112614 0.366635 0.0311455 -0.164135 -0.0264337 0.0649789 0.0306916 -0.0380273 0.337927 -0.00532132 0.164521 -0.0580466 -0.131546 0.0142906 -0.0367446 0.06321 -0.0347867 0.0658418 0.0454445 0.0870972 0.00408331 0.0789339 0.472715 -0.0374832 -0.298387 0.0330925 0.0041828 0.651198 -0.563019 -0.0528319 0.404386 -0.0931826 -0.447978 -0.298589 -0.195595 0.0570945 -0.0440034 -0.264729 0.0405303 -0.20373 -0.365842 0.487503 -0.658518 -0.539911 -0.0957215 0.496553 
