x y 0.579056 0.415859 0.41529 0.10386 0.0507968 0.0500406 0.0192804 0.008789 0.00733252 0.00717389 0.00645563 0.00638146 0.00487162 0.00330943 0.00301542 0.00227224 0.00207378 0.00139946 0.00100764 0.000992242 0.000920979 0.000802352 0.000628014 0.000573216 0.000561919 0.000552327 0.000485519 0.000450054 0.000442957 0.000418667 0.000407566 0.00040706 0.000401868 0.000362683 0.000352076 0.000318875 0.000318564 0.000312579 0.000258791 0.000253855 0.000237438 0.000225155 0.000219678 0.000215795 0.000191126 0.000190545 0.000170231 0.000158918 0.000156637 0.000148331 0.000134595 0.000130429 0.000129655 0.000125739 0.000120112 0.00011632 0.000102384 0.000101509 8.43697e-05 8.14633e-05 7.29108e-05 7.00948e-05 6.32882e-05 5.2821e-05 4.56515e-05 4.1839e-05 4.13791e-05 3.72948e-05 3.5575e-05 3.49875e-05 3.42871e-05 3.21889e-05 3.14126e-05 3.05448e-05 2.95258e-05 2.78063e-05 2.60444e-05 1.85808e-05 1.45908e-05 1.36752e-05 1.20953e-05 1.1279e-05 1.047e-05 1.00372e-05 9.0133e-06 8.20413e-06 6.27906e-06 5.226e-06 1.91062e-06 1.49932e-06 -7.79375e-07 -4.15878e-06 -7.57519e-06 -1.10201e-05 -1.67137e-05 -2.87877e-05 -3.09985e-05 -3.1297e-05 -4.35726e-05 -4.75782e-05 -5.18846e-05 -5.67415e-05 -7.17259e-05 -7.32184e-05 -7.66067e-05 -9.87715e-05 -0.000105924 -0.000122934 -0.000124754 -0.000137298 -0.000140898 -0.000147861 -0.000153581 -0.000180784 -0.000230494 -0.000273688 -0.000337724 -0.000392244 -0.000431704 -0.000498099 -0.000822266 -0.00114173 -0.00155822 -0.00266863 -0.00431901 -0.00459182 -0.00468386 -0.00552049 -0.00631204 -0.00725027 -0.0115861 -0.0116185 -0.0233259 -0.0858145 -0.150739 -0.150916 -0.311585 -3.68981 
-1.98968 -0.837758 -0.308949 -0.0282425 -0.616267 0.567196 0.040058 -0.0854533 0.516996 0.30983 0.0206666 -0.222924 -0.485541 -0.252821 -0.733559 0.8585 -0.269635 -0.186674 0.383929 -0.407144 -0.543871 -0.0437218 0.364648 -0.00145999 0.460166 0.0771089 -0.248789 0.0866103 0.170726 0.154927 -0.293564 -0.418712 -0.0717638 -0.146135 0.169631 0.619741 -0.0512171 0.207064 -0.873771 -0.543996 -0.391628 0.612321 0.14487 -0.0380859 0.0679297 -1.98207 -0.36347 -0.0616289 1.52341 -0.416044 -0.139384 -0.7093 0.250078 -0.113687 -0.594536 0.568254 -0.1338 -0.628581 -0.123712 -0.359198 -0.303206 0.0295377 0.376996 1.40657 -1.07326 -0.45888 1.13753 -1.42746 -1.16105 -1.24984 0.611772 -2.38079 -1.28651 1.27026 1.96108 -0.497509 0.919048 2.70024 2.71789 -0.227597 0.225488 0.359256 0.132882 -1.91307 0.98998 0.0548403 1.94173 0.229918 -0.769527 0.923862 -1.5844 -1.50326 0.145732 0.0596945 0.737538 -0.105013 -0.736553 0.224393 0.143844 0.431857 -0.0647408 -0.319326 0.831533 -0.0123765 1.09543 0.0323042 0.402237 -0.616804 0.00587701 0.408306 0.379913 -0.138806 0.232484 -0.00121895 2.01227 0.0677438 1.89544 0.642534 -0.386293 0.0288488 0.187473 -0.198366 0.527551 -0.461821 -0.268823 -1.05846 0.808004 0.406874 0.0336769 0.0477191 0.158849 -0.349835 0.124718 -0.502662 -0.302294 -0.156508 0.663603 0.0486556 -0.442145 0.375168 
-2.0944 -0.733038 -0.362025 -0.0326161 -0.575504 0.562578 0.0931 -0.32607 0.317003 0.377534 0.00962768 0.273425 -0.79464 0.215103 -0.0764978 0.816343 -0.264188 0.118336 0.771617 -0.164346 -0.0188587 -0.11152 -0.709749 0.12021 -0.483515 -0.168437 0.190829 -0.0693112 -0.540614 0.115502 0.394022 -0.224943 0.157917 0.0633204 -0.108609 -0.475924 -0.0273072 0.27568 0.353498 0.320502 -0.171699 -0.309228 0.13106 0.266802 0.139697 1.30129 -0.25235 -0.174792 0.0334575 -0.235241 -0.27048 -0.645019 -0.135583 -1.47574 1.77098 -1.69462 0.161469 -0.17322 0.536829 -1.57162 -0.505487 -0.554439 0.0121248 1.16071 -1.02889 -0.713256 1.66116 -1.74046 -1.3795 0.4182 1.08176 -1.80039 -0.162046 0.338659 2.11127 -0.539714 0.953676 -1.87046 -1.90509 1.15324 -0.296796 -0.552231 -0.0943868 0.831251 0.546263 -0.354769 -1.46941 0.123029 0.30409 -0.639256 1.21718 0.91421 -0.993247 -0.245081 -0.766721 0.247753 0.494805 0.970947 -0.20324 0.126291 -1.20713 0.531789 0.881718 -0.607744 1.99678 0.228932 0.285477 1.23418 -0.233125 0.971988 -2.12199 -0.316134 -0.124418 -0.217632 0.453914 -0.290214 -1.57269 -0.345276 0.0935751 -0.0650429 -0.0742946 -0.104802 0.390453 0.254739 -0.71206 -0.96999 0.252716 -0.214082 -0.0257086 0.00285972 0.51974 -0.507878 0.36501 -0.199727 -0.458837 -0.000137621 0.70677 0.0833744 -0.381107 0.378683 
-1.93732 -0.890118 -0.281758 -0.0254547 -0.633764 0.554223 0.0186495 0.0423287 0.585504 0.241332 0.0121559 -0.42478 -0.208512 -0.450768 -0.875977 0.590478 -0.259415 -0.077733 0.0560303 -0.426136 -0.333404 -0.133177 0.590117 0.166046 0.561736 0.0744381 0.212614 -0.0856823 0.197028 0.1635 0.807844 -0.34989 0.0247677 0.0422841 0.367584 0.46678 0.475209 1.10727 -0.631891 -0.363845 -0.391406 0.0178049 -0.010699 0.0456197 -0.0634704 0.673916 0.0629632 0.125309 -0.0357084 0.198757 -0.177235 -1.14988 0.293678 -1.16776 0.545642 -1.50274 0.0753314 0.263861 0.651336 -1.19962 0.659371 0.400499 -0.653978 -0.871909 0.140901 0.0845193 -1.56687 1.59445 0.771087 0.400183 0.167096 1.42553 0.157909 0.0718453 -0.91429 0.169732 -0.963683 0.930717 0.761595 -0.171648 0.825297 -0.0448731 -0.0795969 0.00596418 -0.0312903 -0.158607 0.989295 0.176544 -0.248726 0.397073 -0.64694 -0.510678 -0.284545 -0.134808 0.647812 -0.377755 0.254612 -0.491924 -0.135267 -0.580308 0.525076 0.0556346 -0.254606 -0.124077 1.34984 -0.075497 -0.261989 0.93346 0.178106 -0.30188 -1.67224 0.355952 -0.0720879 -0.14311 0.352824 -0.217153 -1.33576 -0.351787 0.0771752 0.0191953 -0.166281 -0.276825 0.362624 -0.425236 0.107925 -0.776905 0.857863 0.712715 0.0334896 0.0613229 -0.0558688 -0.207777 0.01467 -0.622491 -0.203891 -0.232172 0.629839 0.0328041 -0.469461 0.373552 
-2.14675 -0.680678 -0.387275 -0.0337346 -0.552268 0.545325 0.119378 -0.427454 0.205585 0.329892 0.00460579 0.468419 -0.795852 0.388812 0.283659 0.535956 -0.26709 0.315719 0.565895 -0.0748951 0.124515 0.012618 -0.660275 -0.117075 -0.654813 -0.298275 -0.217162 -0.109368 -0.36086 0.111993 -0.956406 -0.221516 -0.0541137 0.0524231 -0.269164 -0.602204 -0.584896 -0.897571 0.378104 0.381016 -0.39945 0.132901 -0.116023 -0.133563 0.159923 -1.33473 -0.206447 0.287832 1.59151 -0.248519 -0.287511 -0.599956 -0.0895658 -0.494329 0.0377059 0.203203 0.639729 0.931845 -0.922164 -0.700829 -0.876803 -0.435669 0.272973 -0.445687 0.339784 0.29883 -0.461748 0.827961 1.1574 -0.291453 -0.141422 0.944919 0.898405 -0.143857 -1.2997 -0.11494 0.137398 -0.467771 -0.575015 -1.04871 -0.0355965 0.514257 -0.0185517 0.10106 -0.315925 -0.121474 -0.409251 -0.15881 0.280343 -0.358367 0.190796 0.18184 0.515774 -0.170119 -0.648358 -0.241133 0.504474 0.0270862 0.0271011 0.0311841 -0.560583 1.02166 -0.163043 0.782012 0.980776 -0.460607 0.621743 -0.419042 0.0550524 0.101382 0.128496 -0.417532 -0.0234777 0.0638729 1.52758 0.134729 1.45019 0.586587 0.0895931 -0.0252039 0.272434 0.138659 0.0202973 0.548603 -0.562086 -0.604621 -0.108118 -0.426833 -0.0636955 -0.0107642 0.635595 -0.470859 0.454795 -0.0402087 -0.509423 0.0744262 0.715975 0.0996424 -0.348158 0.380515 
-2.12058 -0.706858 -0.37488 -0.0332517 -0.564526 0.55676 0.106085 -0.377072 0.275627 0.354885 0.00699002 0.385478 -0.794607 0.320145 0.136587 0.6628 -0.299345 0.186723 0.67001 -0.0735053 0.0424193 -0.0455371 -0.777378 0.0143581 -0.623128 -0.214146 -0.0178303 -0.0142776 -0.460292 0.0238916 -0.298977 -0.0416591 0.0287824 -0.0316772 -0.420769 -0.503841 -0.270501 -0.503847 0.703209 0.363681 0.108384 -0.138206 0.0551271 -0.159883 -0.173173 0.638275 0.199561 -0.241627 -0.457366 0.428082 0.157268 0.730542 0.37051 0.477399 0.429479 0.18472 -0.0651152 -0.36281 0.530484 0.397598 0.436719 0.357982 -0.117317 0.0625687 0.0483066 0.000276982 -0.189245 0.0961107 -0.125812 0.0786041 -0.116169 0.207356 -0.170971 -0.0369424 -0.0197851 -0.0255098 -0.234887 0.363247 0.405235 0.308627 0.135719 -0.0846705 -0.0158403 -0.161671 -0.048845 0.108794 0.36721 0.00915789 -0.156721 0.184945 -0.228347 -0.202384 -0.0118424 -0.0544205 0.475915 0.0821792 -0.286261 -0.119349 -0.00366004 -0.119932 0.434332 -0.358517 -0.305281 -0.023102 -0.835508 0.256201 -0.215808 -0.0770395 -0.139292 0.540831 0.362612 -0.0703492 -0.207486 0.0902926 -0.711578 0.0749061 -0.233683 -0.0998451 -0.171338 -0.0698615 -0.00366919 0.0711123 0.140584 0.353401 -0.620836 -0.725288 0.0435027 -0.356905 -0.0382438 0.00269974 0.576458 -0.485277 0.406052 -0.145143 -0.486155 0.0363441 0.713595 0.0917274 -0.365006 0.379614 
-1.9635 -0.863938 -0.295596 -0.0268154 -0.625709 0.563921 0.0284269 -0.0215967 0.565915 0.274213 0.0157268 -0.332071 -0.336177 -0.357198 -0.816503 0.72264 -0.297253 -0.178925 0.178841 -0.423374 -0.51464 -0.0912894 0.58744 0.0915959 0.706813 0.0580449 0.0138829 0.0227094 0.269341 0.077958 0.308419 -0.29553 -0.0517892 -0.0713831 0.210622 0.877117 0.342634 0.636872 -0.638473 -0.702569 -0.347745 0.329946 -0.0756377 -0.312703 0.0412628 -0.241175 -0.159732 0.169028 -0.435312 -0.103699 0.154825 0.279964 -0.0123375 0.674628 -0.623402 0.463592 0.107645 0.0608156 -0.266312 0.600974 -0.300816 -0.142411 0.199142 0.19286 0.161389 0.0529221 0.302983 -0.172138 0.118549 -0.0938913 -0.189409 -0.0717515 0.321386 -0.254731 -0.174832 0.124124 0.237486 -0.662438 -0.615836 -0.0884515 -0.31988 0.0363646 0.0236132 0.400925 -0.28796 0.0726243 -0.626843 -0.0964218 0.250921 -0.287961 0.478834 0.450884 0.138178 -0.110079 -0.430343 0.0968668 0.165069 -0.16425 0.0657766 0.134271 -0.137392 -0.10053 0.150655 0.194949 -0.811097 -0.225049 -0.0233444 -0.202528 0.250071 -0.189132 0.519292 0.148096 0.0342817 0.095571 -0.540419 0.0943967 0.0415219 -0.0535795 -0.300114 0.0345264 -0.06184 -0.196411 0.387042 -0.505027 -0.0368831 -0.87286 0.830767 0.55087 0.0336747 0.0598013 0.0428646 -0.271845 0.0617216 -0.585033 -0.256585 -0.195178 0.649288 0.0406189 -0.45635 0.374375 
-2.24253 -0.514655 -0.438694 -0.0130947 -0.473536 0.439654 0.108023 -0.570469 -0.0230973 -0.0025496 -0.0122087 0.54338 -0.329901 0.445107 0.746979 -0.517045 -0.172047 0.475293 -0.622125 0.0670767 0.214388 -0.0383577 0.538605 0.0452149 0.355792 0.4766 0.0404312 0.232044 0.53393 -0.00246589 0.108817 0.177947 -0.0291802 0.112453 0.281029 0.39042 0.169851 0.250557 -0.354746 -0.280262 0.250116 0.11038 0.218302 0.183006 -0.253847 -0.325794 0.123508 -0.30978 0.143347 0.143354 0.139247 -0.205547 0.33461 -0.395037 -0.220568 -0.153385 -0.60056 -0.648076 0.167328 0.130341 0.354437 0.369697 0.163986 0.325704 -0.299997 -0.0387463 -0.0183882 0.129478 0.300874 0.102806 0.0645734 -0.328314 0.28457 -0.0262093 0.112458 0.090175 0.294705 -0.216717 -0.302136 0.00363242 -0.151159 0.143763 0.0287877 0.141738 -0.0531405 0.0273411 -0.20172 -0.0671102 0.0917702 -0.0238128 -0.00118595 0.0153104 0.114352 -0.147813 -0.174373 -0.0961498 0.398549 -0.695946 0.149795 0.193563 0.82062 -0.303419 -0.0832802 -0.138556 0.198915 0.50075 -0.582721 0.0261185 -0.350941 -0.286117 -0.0329434 0.398482 0.247765 0.0498527 0.283902 0.0343585 0.176933 0.0314886 -0.285324 0.00932792 0.0301703 0.361072 -0.652703 0.409587 0.287641 0.483496 -0.610962 -0.410786 -0.100497 -0.0403565 0.471935 -0.0765768 0.395189 0.25608 -0.498203 0.221713 0.673115 0.0877542 -0.253616 0.383644 
-2.337 -0.267327 -0.482544 0.0638887 -0.342502 0.233208 -0.0605784 -0.550437 -0.227861 -0.434314 0.034563 -0.0555564 0.42103 -0.0774979 -0.01572 -0.46726 -0.0413338 -0.504913 -0.388673 0.0373188 -0.736577 -0.11995 0.137566 0.18215 -0.0256658 -1.03711 -0.173301 -0.75607 -0.54782 -0.0779132 -0.136071 -0.503857 -0.000553368 -0.671675 -0.807137 -0.116568 -0.357568 0.252261 0.177301 0.134098 -0.164943 0.256543 -0.112255 -0.193344 -0.22604 0.0946863 0.0598138 0.550493 0.135016 0.14512 -0.321863 0.0741883 0.287081 0.161536 0.358981 0.0653292 -0.196045 -0.0555665 -0.258057 -0.17529 0.227221 0.334071 -0.143924 -0.0426314 -0.184668 -0.0217399 0.0330929 -0.092942 -0.0205006 0.430679 0.0267818 -0.0700138 -0.0855838 0.0162558 -0.0325864 0.0492399 0.454861 -0.0819999 -0.126176 0.00865418 0.0724973 -0.0502805 0.0196395 0.376533 -0.0688207 0.0362619 -0.0829306 0.0499108 -0.0692522 0.109 -0.319291 0.02834 -0.0103936 -0.0131303 0.184012 0.0537945 0.0374043 -0.0926562 0.0539384 -0.10391 0.311094 -0.108974 0.15598 -0.00789498 0.0331704 -0.45109 0.559776 -0.0326736 0.437241 0.0357557 0.163242 -0.0954721 -0.113248 0.0104146 0.139229 0.05497 -0.0474489 -0.0569088 -0.406601 -0.0548495 -0.0184903 -0.063851 0.0429584 -0.644427 0.436224 0.591138 -0.0721593 0.089045 -0.03477 -0.0662547 -0.17771 0.446052 -0.120856 0.453465 -0.313551 0.345874 0.511811 -0.0340361 -0.124231 0.386025 
-2.22806 -0.552543 -0.430387 -0.0207987 -0.492259 0.46919 0.124793 -0.557313 0.00887794 0.0938177 -0.0247779 0.582947 -0.440468 0.473708 0.720208 -0.353128 -0.163138 0.527477 -0.467568 -0.0822451 0.212143 -0.0509315 0.385806 0.100457 0.0247917 -0.0132392 0.211799 -0.00480489 0.22908 -0.0225406 0.391272 0.0135937 0.193511 0.362559 0.398224 -0.211883 0.44227 0.386272 -0.2952 0.011146 -0.856594 -0.214072 -0.197799 0.0188856 0.849726 0.280743 -1.04514 0.697105 -0.611084 -1.77396 -0.189761 0.0121319 -1.37211 0.284434 -0.638611 -0.104474 -0.488142 0.834712 -0.270641 0.323188 0.337299 -0.658011 -0.209092 -0.631251 0.18558 0.140803 0.0839658 -0.248869 -0.382432 0.622357 -0.234659 0.39226 -0.503752 -0.0506004 -0.447016 0.195716 -0.0572954 0.473591 0.494909 -0.44897 -0.0495129 -0.221983 0.119824 -0.229638 0.331951 -0.007034 0.212975 0.125724 -0.118256 0.157804 -0.799913 -0.0729927 -0.1413 0.361062 -0.223498 0.0482291 -0.704224 1.70762 -0.185367 0.318954 -0.978147 0.0544756 0.621884 -1.32281 -0.296412 -0.285022 1.07678 0.0642519 0.0977354 -0.68073 0.00508996 -0.620356 0.248771 -0.166439 -0.588362 -0.0719029 -0.539465 -0.315374 0.214171 -0.0207797 -0.0687101 0.174948 -0.49107 0.550933 0.20743 0.281556 -0.58102 -0.451629 -0.124259 -0.0343058 0.559377 -0.191744 0.458007 0.214403 -0.519927 0.198855 0.691027 0.0985876 -0.274276 0.38326 
